,Location,FIPS,Life Expectancy,County name,"Total per enrollee (age, sex, race adjusted)","Total per enrollee (age, sex, race, price adjusted)"
1821,"Santa Fe County, New Mexico",35049,81.07,NM-Santa Fe County,"7,186 ","6,933 "
1822,"Sierra County, New Mexico",35051,74.90,NM-Sierra County,"7,596 ","8,256 "
1823,"Socorro County, New Mexico",35053,76.52,NM-Socorro County,"7,408 ","7,620 "
1824,"Taos County, New Mexico",35055,79.98,NM-Taos County,"7,060 ","6,851 "
1825,"Torrance County, New Mexico",35057,76.82,NM-Torrance County,"7,900 ","8,095 "
1826,"Union County, New Mexico",35059,77.62,NM-Union County,"8,617 ","8,865 "
1827,"Valencia County, New Mexico",35061,76.82,NM-Valencia County,"7,885 ","8,159 "
1828,"Albany County, New York",36001,80.07,NY-Albany County,"8,765 ","9,255 "
1829,"Allegany County, New York",36003,79.05,NY-Allegany County,"8,375 ","8,657 "
1830,"Bronx County, New York",36005,78.70,NY-Bronx County,"14,368 ","10,478 "
1831,"Broome County, New York",36007,79.38,NY-Broome County,"8,382 ","9,335 "
1832,"Cattaraugus County, New York",36009,78.32,NY-Cattaraugus County,"8,201 ","8,610 "
1833,"Cayuga County, New York",36011,80.06,NY-Cayuga County,"9,252 ","9,359 "
1834,"Chautauqua County, New York",36013,78.97,NY-Chautauqua County,"8,936 ","9,532 "
1835,"Chemung County, New York",36015,78.74,NY-Chemung County,"9,366 ","10,135 "
1836,"Chenango County, New York",36017,78.64,NY-Chenango County,"7,934 ","8,244 "
1837,"Clinton County, New York",36019,79.18,NY-Clinton County,"10,247 ","9,899 "
1838,"Columbia County, New York",36021,79.49,NY-Columbia County,"9,326 ","9,313 "
1839,"Cortland County, New York",36023,79.00,NY-Cortland County,"8,692 ","8,862 "
1840,"Delaware County, New York",36025,79.54,NY-Delaware County,"9,733 ","9,727 "
1841,"Dutchess County, New York",36027,80.49,NY-Dutchess County,"10,723 ","9,771 "
1842,"Erie County, New York",36029,78.51,NY-Erie County,"9,230 ","8,945 "
1843,"Essex County, New York",36031,80.11,NY-Essex County,"8,929 ","9,071 "
1844,"Franklin County, New York",36033,79.17,NY-Franklin County,"8,307 ","8,360 "
1845,"Fulton County, New York",36035,78.88,NY-Fulton County,"9,723 ","10,155 "
1846,"Genesee County, New York",36037,79.20,NY-Genesee County,"8,952 ","8,999 "
1847,"Greene County, New York",36039,78.61,NY-Greene County,"9,740 ","9,960 "
1848,"Hamilton County, New York",36041,79.30,NY-Hamilton County,"7,271 ","7,417 "
1849,"Herkimer County, New York",36043,79.51,NY-Herkimer County,"9,262 ","9,660 "
1850,"Jefferson County, New York",36045,79.23,NY-Jefferson County,"9,468 ","8,934 "
1851,"Kings County, New York",36047,80.47,NY-Kings County,"14,778 ","11,522 "
1852,"Lewis County, New York",36049,80.12,NY-Lewis County,"9,001 ","8,838 "
1853,"Livingston County, New York",36051,80.47,NY-Livingston County,"8,319 ","8,423 "
1854,"Madison County, New York",36053,80.00,NY-Madison County,"8,342 ","8,435 "
1855,"Monroe County, New York",36055,79.97,NY-Monroe County,"9,683 ","9,932 "
1856,"Montgomery County, New York",36057,78.77,NY-Montgomery County,"9,076 ","9,526 "
1857,"Nassau County, New York",36059,82.21,NY-Nassau County,"12,736 ","10,636 "
1858,"New York County, New York",36061,81.86,NY-New York County,"12,144 ","9,616 "
1859,"Niagara County, New York",36063,78.44,NY-Niagara County,"9,639 ","9,393 "
1860,"Oneida County, New York",36065,79.15,NY-Oneida County,"9,030 ","9,551 "
1861,"Onondaga County, New York",36067,79.68,NY-Onondaga County,"9,043 ","9,054 "
1862,"Ontario County, New York",36069,79.89,NY-Ontario County,"8,671 ","9,323 "
1863,"Orange County, New York",36071,79.80,NY-Orange County,"11,693 ","10,466 "
1864,"Orleans County, New York",36073,78.67,NY-Orleans County,"10,518 ","11,020 "
1865,"Oswego County, New York",36075,78.30,NY-Oswego County,"9,663 ","9,823 "
1866,"Otsego County, New York",36077,80.14,NY-Otsego County,"9,210 ","9,069 "
1867,"Putnam County, New York",36079,81.83,NY-Putnam County,"11,723 ","10,407 "
1868,"Queens County, New York",36081,81.82,NY-Queens County,"13,123 ","10,492 "
1869,"Rensselaer County, New York",36083,78.78,NY-Rensselaer County,"9,021 ","9,584 "
1870,"Richmond County, New York",36085,80.00,NY-Richmond County,"13,322 ","10,769 "
1871,"Rockland County, New York",36087,82.54,NY-Rockland County,"12,327 ","10,768 "
1872,"Saint Lawrence County, New York",36089,78.74,NY-St. Lawrence County,"9,021 ","9,185 "
1873,"Saratoga County, New York",36091,81.36,NY-Saratoga County,"8,590 ","9,296 "
1874,"Schenectady County, New York",36093,79.51,NY-Schenectady County,"8,186 ","8,660 "
1875,"Schoharie County, New York",36095,80.29,NY-Schoharie County,"9,026 ","8,957 "
1876,"Schuyler County, New York",36097,79.18,NY-Schuyler County,"8,547 ","9,828 "
1877,"Seneca County, New York",36099,79.20,NY-Seneca County,"9,153 ","9,766 "
1878,"Steuben County, New York",36101,78.61,NY-Steuben County,"7,754 ","8,148 "
1879,"Suffolk County, New York",36103,80.61,NY-Suffolk County,"13,411 ","11,269 "
1880,"Sullivan County, New York",36105,78.03,NY-Sullivan County,"9,922 ","9,205 "
1881,"Tioga County, New York",36107,80.02,NY-Tioga County,"8,068 ","8,913 "
1882,"Tompkins County, New York",36109,81.21,NY-Tompkins County,"6,791 ","7,071 "
1883,"Ulster County, New York",36111,80.13,NY-Ulster County,"9,817 ","9,482 "
1884,"Warren County, New York",36113,80.01,NY-Warren County,"8,210 ","8,859 "
1885,"Washington County, New York",36115,79.13,NY-Washington County,"8,705 ","9,340 "
1886,"Wayne County, New York",36117,79.28,NY-Wayne County,"10,002 ","10,831 "
1887,"Westchester County, New York",36119,82.29,NY-Westchester County,"11,958 ","10,128 "
1888,"Wyoming County, New York",36121,79.31,NY-Wyoming County,"8,811 ","8,763 "
1889,"Yates County, New York",36123,79.54,NY-Yates County,"7,225 ","7,784 "
1890,"Alamance County, North Carolina",37001,77.66,NC-Alamance County,"8,851 ","9,261 "
1891,"Alexander County, North Carolina",37003,77.48,NC-Alexander County,"8,776 ","9,569 "
1892,"Alleghany County, North Carolina",37005,77.86,NC-Alleghany County,"9,621 ","10,823 "
1893,"Anson County, North Carolina",37007,75.05,NC-Anson County,"9,356 ","10,135 "
1894,"Ashe County, North Carolina",37009,77.71,NC-Ashe County,"8,972 ","9,996 "
1895,"Avery County, North Carolina",37011,77.58,NC-Avery County,"8,912 ","9,846 "
1896,"Beaufort County, North Carolina",37013,76.37,NC-Beaufort County,"8,313 ","8,891 "
1897,"Bertie County, North Carolina",37015,75.52,NC-Bertie County,"8,559 ","9,184 "
1898,"Bladen County, North Carolina",37017,74.56,NC-Bladen County,"10,303 ","10,859 "
1899,"Brunswick County, North Carolina",37019,78.30,NC-Brunswick County,"8,987 ","9,604 "
1900,"Buncombe County, North Carolina",37021,78.80,NC-Buncombe County,"7,662 ","8,405 "
1901,"Burke County, North Carolina",37023,76.57,NC-Burke County,"8,446 ","9,072 "
1902,"Cabarrus County, North Carolina",37025,78.11,NC-Cabarrus County,"9,574 ","10,128 "
1903,"Caldwell County, North Carolina",37027,75.93,NC-Caldwell County,"9,284 ","10,164 "
1904,"Camden County, North Carolina",37029,78.96,NC-Camden County,"9,218 ","9,646 "
1905,"Carteret County, North Carolina",37031,78.00,NC-Carteret County,"9,347 ","9,974 "
1906,"Caswell County, North Carolina",37033,76.16,NC-Caswell County,"9,913 ","10,283 "
1907,"Catawba County, North Carolina",37035,76.77,NC-Catawba County,"8,492 ","9,231 "
1908,"Chatham County, North Carolina",37037,80.80,NC-Chatham County,"8,803 ","8,641 "
1909,"Cherokee County, North Carolina",37039,76.72,NC-Cherokee County,"7,561 ","8,576 "
1910,"Chowan County, North Carolina",37041,77.28,NC-Chowan County,"9,237 ","9,474 "
1911,"Clay County, North Carolina",37043,78.43,NC-Clay County,"7,484 ","8,512 "
1912,"Cleveland County, North Carolina",37045,74.81,NC-Cleveland County,"8,869 ","9,615 "
1913,"Columbus County, North Carolina",37047,73.81,NC-Columbus County,"10,079 ","10,904 "
1914,"Craven County, North Carolina",37049,77.61,NC-Craven County,"8,945 ","9,460 "
1915,"Cumberland County, North Carolina",37051,76.26,NC-Cumberland County,"9,057 ","9,913 "
1916,"Currituck County, North Carolina",37053,77.15,NC-Currituck County,"9,232 ","9,809 "
1917,"Dare County, North Carolina",37055,79.27,NC-Dare County,"7,830 ","8,151 "
1918,"Davidson County, North Carolina",37057,76.57,NC-Davidson County,"9,145 ","9,777 "
1919,"Davie County, North Carolina",37059,78.65,NC-Davie County,"9,630 ","10,323 "
1920,"Duplin County, North Carolina",37061,77.14,NC-Duplin County,"9,305 ","9,947 "
1921,"Durham County, North Carolina",37063,79.07,NC-Durham County,"9,253 ","9,063 "
1922,"Edgecombe County, North Carolina",37065,75.06,NC-Edgecombe County,"9,017 ","9,532 "
1923,"Forsyth County, North Carolina",37067,78.06,NC-Forsyth County,"9,464 ","10,093 "
1924,"Franklin County, North Carolina",37069,77.34,NC-Franklin County,"9,354 ","9,939 "
1925,"Gaston County, North Carolina",37071,75.39,NC-Gaston County,"9,523 ","10,213 "
1926,"Gates County, North Carolina",37073,77.01,NC-Gates County,"10,111 ","10,596 "
1927,"Graham County, North Carolina",37075,76.32,NC-Graham County,"7,634 ","8,606 "
1928,"Granville County, North Carolina",37077,77.18,NC-Granville County,"8,546 ","9,044 "
1929,"Greene County, North Carolina",37079,76.91,NC-Greene County,"9,475 ","10,004 "
1930,"Guilford County, North Carolina",37081,78.47,NC-Guilford County,"8,438 ","9,167 "
1931,"Halifax County, North Carolina",37083,74.77,NC-Halifax County,"9,271 ","10,063 "
1932,"Harnett County, North Carolina",37085,76.53,NC-Harnett County,"10,110 ","11,133 "
1933,"Haywood County, North Carolina",37087,78.11,NC-Haywood County,"8,446 ","9,424 "
1934,"Henderson County, North Carolina",37089,79.17,NC-Henderson County,"8,213 ","9,169 "
1935,"Hertford County, North Carolina",37091,75.58,NC-Hertford County,"8,380 ","9,135 "
1936,"Hoke County, North Carolina",37093,76.02,NC-Hoke County,"10,586 ","11,678 "
1937,"Hyde County, North Carolina",37095,77.25,NC-Hyde County,"8,680 ","9,139 "
1938,"Iredell County, North Carolina",37097,77.33,NC-Iredell County,"9,403 ","10,112 "
1939,"Jackson County, North Carolina",37099,78.46,NC-Jackson County,"7,978 ","8,976 "
1940,"Johnston County, North Carolina",37101,77.82,NC-Johnston County,"10,267 ","10,921 "
1941,"Jones County, North Carolina",37103,76.53,NC-Jones County,"8,969 ","9,550 "
1942,"Lee County, North Carolina",37105,76.91,NC-Lee County,"9,128 ","9,863 "
1943,"Lenoir County, North Carolina",37107,75.06,NC-Lenoir County,"9,178 ","10,028 "
1944,"Lincoln County, North Carolina",37109,77.24,NC-Lincoln County,"9,672 ","10,426 "
1945,"Macon County, North Carolina",37113,78.35,NC-Macon County,"7,272 ","8,172 "
1946,"Madison County, North Carolina",37115,77.89,NC-Madison County,"7,583 ","8,385 "
1947,"Martin County, North Carolina",37117,74.22,NC-Martin County,"9,481 ","10,164 "
1948,"McDowell County, North Carolina",37111,77.13,NC-McDowell County,"8,819 ","9,757 "
1949,"Mecklenburg County, North Carolina",37119,79.57,NC-Mecklenburg County,"8,591 ","9,056 "
1950,"Mitchell County, North Carolina",37121,76.80,NC-Mitchell County,"7,749 ","8,891 "
1951,"Montgomery County, North Carolina",37123,77.33,NC-Montgomery County,"10,126 ","11,217 "
1952,"Moore County, North Carolina",37125,79.67,NC-Moore County,"8,440 ","9,265 "
1953,"Nash County, North Carolina",37127,76.17,NC-Nash County,"9,361 ","9,913 "
1954,"New Hanover County, North Carolina",37129,79.31,NC-New Hanover County,"9,240 ","9,629 "
1955,"Northampton County, North Carolina",37131,76.11,NC-Northampton County,"10,215 ","11,060 "
1956,"Onslow County, North Carolina",37133,77.59,NC-Onslow County,"9,451 ","10,127 "
1957,"Orange County, North Carolina",37135,80.78,NC-Orange County,"8,418 ","8,027 "
1958,"Pamlico County, North Carolina",37137,78.26,NC-Pamlico County,"8,029 ","8,404 "
1959,"Pasquotank County, North Carolina",37139,77.02,NC-Pasquotank County,"8,569 ","9,000 "
1960,"Pender County, North Carolina",37141,78.11,NC-Pender County,"9,809 ","10,405 "
1961,"Perquimans County, North Carolina",37143,77.92,NC-Perquimans County,"9,490 ","9,878 "
1962,"Person County, North Carolina",37145,76.61,NC-Person County,"9,286 ","9,250 "
1963,"Pitt County, North Carolina",37147,77.45,NC-Pitt County,"9,573 ","9,599 "
1964,"Polk County, North Carolina",37149,78.94,NC-Polk County,"8,036 ","8,717 "
1965,"Randolph County, North Carolina",37151,77.10,NC-Randolph County,"8,901 ","9,841 "
1966,"Richmond County, North Carolina",37153,74.14,NC-Richmond County,"10,486 ","11,722 "
1967,"Robeson County, North Carolina",37155,73.73,NC-Robeson County,"10,446 ","11,070 "
1968,"Rockingham County, North Carolina",37157,75.85,NC-Rockingham County,"8,824 ","9,611 "
1969,"Rowan County, North Carolina",37159,75.92,NC-Rowan County,"9,024 ","9,738 "
1970,"Rutherford County, North Carolina",37161,75.58,NC-Rutherford County,"8,225 ","9,050 "
1971,"Sampson County, North Carolina",37163,75.74,NC-Sampson County,"9,437 ","10,279 "
1972,"Scotland County, North Carolina",37165,74.55,NC-Scotland County,"8,693 ","9,665 "
1973,"Stanly County, North Carolina",37167,76.81,NC-Stanly County,"8,993 ","9,715 "
1974,"Stokes County, North Carolina",37169,77.26,NC-Stokes County,"10,910 ","12,087 "
1975,"Surry County, North Carolina",37171,76.73,NC-Surry County,"9,945 ","10,903 "
1976,"Swain County, North Carolina",37173,74.01,NC-Swain County,"8,382 ","9,373 "
1977,"Transylvania County, North Carolina",37175,80.33,NC-Transylvania County,"7,612 ","8,445 "
1978,"Tyrrell County, North Carolina",37177,77.51,NC-Tyrrell County,"8,984 ","9,181 "
1979,"Union County, North Carolina",37179,79.02,NC-Union County,"9,238 ","9,930 "
1980,"Vance County, North Carolina",37181,74.80,NC-Vance County,"9,029 ","9,595 "
1981,"Wake County, North Carolina",37183,80.89,NC-Wake County,"8,713 ","9,393 "
1982,"Warren County, North Carolina",37185,77.34,NC-Warren County,"8,436 ","8,974 "
1983,"Washington County, North Carolina",37187,76.87,NC-Washington County,"8,628 ","9,066 "
1984,"Watauga County, North Carolina",37189,80.70,NC-Watauga County,"9,420 ","9,837 "
1985,"Wayne County, North Carolina",37191,76.54,NC-Wayne County,"9,279 ","9,667 "
1986,"Wilkes County, North Carolina",37193,77.20,NC-Wilkes County,"9,827 ","10,735 "
1987,"Wilson County, North Carolina",37195,76.42,NC-Wilson County,"8,979 ","9,977 "
1988,"Yadkin County, North Carolina",37197,77.23,NC-Yadkin County,"10,544 ","11,590 "
1989,"Yancey County, North Carolina",37199,78.08,NC-Yancey County,"7,176 ","8,096 "
1990,"Adams County, North Dakota",38001,79.33,ND-Adams County,"8,869 ","9,524 "
1991,"Barnes County, North Dakota",38003,79.88,ND-Barnes County,"8,065 ","8,594 "
1992,"Benson County, North Dakota",38005,74.36,ND-Benson County,"9,694 ","10,094 "
1993,"Billings County, North Dakota",38007,84.04,ND-Billings County,"5,401 ","5,767 "
1994,"Bottineau County, North Dakota",38009,79.85,ND-Bottineau County,"8,772 ","8,840 "
1995,"Bowman County, North Dakota",38011,78.58,ND-Bowman County,"8,080 ","8,111 "
1996,"Burke County, North Dakota",38013,79.25,ND-Burke County,"9,758 ","8,969 "
1997,"Burleigh County, North Dakota",38015,81.23,ND-Burleigh County,"7,936 ","8,262 "
1998,"Cass County, North Dakota",38017,80.97,ND-Cass County,"8,714 ","9,324 "
1999,"Cavalier County, North Dakota",38019,80.72,ND-Cavalier County,"9,076 ","8,992 "
2000,"Dickey County, North Dakota",38021,80.18,ND-Dickey County,"9,189 ","9,722 "
2001,"Divide County, North Dakota",38023,80.82,ND-Divide County,"10,135 ","10,293 "
2002,"Dunn County, North Dakota",38025,79.59,ND-Dunn County,"8,333 ","8,123 "
2003,"Eddy County, North Dakota",38027,77.22,ND-Eddy County,"8,016 ","8,387 "
2004,"Emmons County, North Dakota",38029,80.09,ND-Emmons County,"8,742 ","9,066 "
2005,"Foster County, North Dakota",38031,79.42,ND-Foster County,"9,383 ","9,766 "
2006,"Golden Valley County, North Dakota",38033,81.26,ND-Golden Valley County,"7,086 ","7,039 "
2007,"Grand Forks County, North Dakota",38035,79.92,ND-Grand Forks County,"9,179 ","9,432 "
2008,"Grant County, North Dakota",38037,80.23,ND-Grant County,"8,622 ","8,399 "
2009,"Griggs County, North Dakota",38039,79.77,ND-Griggs County,"10,774 ","11,333 "
2010,"Hettinger County, North Dakota",38041,80.53,ND-Hettinger County,"7,483 ","7,776 "
2011,"Kidder County, North Dakota",38043,81.18,ND-Kidder County,"8,198 ","8,486 "
2012,"LaMoure County, North Dakota",38045,81.53,ND-LaMoure County,"8,195 ","8,326 "
2013,"Logan County, North Dakota",38047,80.68,ND-Logan County,"8,688 ","8,954 "
2014,"McHenry County, North Dakota",38049,80.28,ND-McHenry County,"7,605 ","7,959 "
2015,"McIntosh County, North Dakota",38051,80.62,ND-McIntosh County,"8,790 ","9,100 "
2016,"McKenzie County, North Dakota",38053,78.29,ND-McKenzie County,"9,638 ","8,802 "
2017,"McLean County, North Dakota",38055,79.37,ND-McLean County,"8,087 ","8,509 "
2018,"Mercer County, North Dakota",38057,79.92,ND-Mercer County,"9,364 ","9,660 "
2019,"Morton County, North Dakota",38059,79.58,ND-Morton County,"8,315 ","8,669 "
2020,"Mountrail County, North Dakota",38061,76.72,ND-Mountrail County,"9,250 ","9,209 "
2021,"Nelson County, North Dakota",38063,77.58,ND-Nelson County,"7,339 ","7,566 "
2022,"Oliver County, North Dakota",38065,82.19,ND-Oliver County,"9,884 ","10,319 "
2023,"Pembina County, North Dakota",38067,80.56,ND-Pembina County,"8,401 ","8,829 "
2024,"Pierce County, North Dakota",38069,79.48,ND-Pierce County,"8,225 ","8,481 "
2025,"Ramsey County, North Dakota",38071,78.38,ND-Ramsey County,"9,393 ","9,790 "
2026,"Ransom County, North Dakota",38073,78.53,ND-Ransom County,"10,249 ","9,742 "
2027,"Renville County, North Dakota",38075,79.98,ND-Renville County,"7,864 ","8,213 "
2028,"Richland County, North Dakota",38077,81.41,ND-Richland County,"8,144 ","8,427 "
2029,"Rolette County, North Dakota",38079,73.02,ND-Rolette County,"10,221 ","9,900 "
2030,"Sargent County, North Dakota",38081,81.11,ND-Sargent County,"9,564 ","9,574 "
2031,"Sheridan County, North Dakota",38083,82.44,ND-Sheridan County,"6,750 ","7,163 "
2032,"Sioux County, North Dakota",38085,68.59,ND-Sioux County,"8,774 ","9,108 "
2033,"Slope County, North Dakota",38087,82.36,ND-Slope County,"10,784 ","9,604 "
2034,"Stark County, North Dakota",38089,80.68,ND-Stark County,"7,541 ","7,385 "
2035,"Steele County, North Dakota",38091,81.17,ND-Steele County,"13,659 ","14,185 "
2036,"Stutsman County, North Dakota",38093,79.46,ND-Stutsman County,"7,798 ","7,834 "
2037,"Towner County, North Dakota",38095,79.52,ND-Towner County,"10,077 ","10,260 "
2038,"Traill County, North Dakota",38097,80.60,ND-Traill County,"8,388 ","8,557 "
2039,"Walsh County, North Dakota",38099,79.14,ND-Walsh County,"8,894 ","9,549 "
2040,"Ward County, North Dakota",38101,79.71,ND-Ward County,"8,404 ","8,655 "
2041,"Wells County, North Dakota",38103,80.21,ND-Wells County,"8,071 ","8,684 "
2042,"Williams County, North Dakota",38105,78.56,ND-Williams County,"8,108 ","8,098 "
2043,"Adams County, Ohio",39001,75.15,OH-Adams County,"11,370 ","12,406 "
2044,"Allen County, Ohio",39003,77.95,OH-Allen County,"9,814 ","10,774 "
2045,"Ashland County, Ohio",39005,78.78,OH-Ashland County,"8,576 ","9,436 "
2046,"Ashtabula County, Ohio",39007,76.64,OH-Ashtabula County,"11,040 ","11,532 "
2047,"Athens County, Ohio",39009,76.90,OH-Athens County,"10,262 ","10,322 "
2048,"Auglaize County, Ohio",39011,79.16,OH-Auglaize County,"9,064 ","10,085 "
2049,"Belmont County, Ohio",39013,77.54,OH-Belmont County,"9,624 ","10,576 "
2050,"Brown County, Ohio",39015,75.97,OH-Brown County,"10,490 ","11,085 "
2051,"Butler County, Ohio",39017,77.88,OH-Butler County,"10,401 ","11,033 "
2052,"Carroll County, Ohio",39019,78.28,OH-Carroll County,"8,638 ","9,434 "
2053,"Champaign County, Ohio",39021,77.39,OH-Champaign County,"10,116 ","10,777 "
2054,"Clark County, Ohio",39023,76.34,OH-Clark County,"9,583 ","10,372 "
2055,"Clermont County, Ohio",39025,78.18,OH-Clermont County,"10,289 ","10,840 "
2056,"Clinton County, Ohio",39027,76.81,OH-Clinton County,"10,594 ","11,199 "
2057,"Columbiana County, Ohio",39029,77.63,OH-Columbiana County,"10,098 ","11,267 "
2058,"Coshocton County, Ohio",39031,77.50,OH-Coshocton County,"10,233 ","10,613 "
