,FIPS,Location,Life Expectancy,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
2498,6113,"Yolo County, California",80.55,0.6756,0.5559,0.0376,0.9507,0.9532
2499,8021,"Conejos County, Colorado",78.11,0.8857,0.8777,0.8574,0.9344,0.4508
2500,8031,"Denver County, Colorado",80.02,0.4798,0.3241,0.027999999999999997,0.9386,0.8774
2501,8055,"Huerfano County, Colorado",77.41,0.5654,0.5683,0.6288,0.4416,0.5358
2502,11001,"District of Columbia, District of Columbia",76.86,0.5918,0.4117,0.0325,0.9214,0.9688
2503,12007,"Bradford County, Florida",76.07,0.9089,0.8946,0.5864,0.5002,0.9844
2504,12011,"Broward County, Florida",80.25,0.5985,0.4378,0.2063,0.9707,0.6593
2505,12021,"Collier County, Florida",83.43,0.4811,0.3095,0.1617,0.9156,0.6256
2506,12055,"Highlands County, Florida",79.07,0.8516,0.8163,0.4225,0.8666,0.8131
2507,12071,"Lee County, Florida",80.98,0.6364,0.4833,0.4085,0.8711,0.6657
2508,12077,"Liberty County, Florida",76.13,0.8698,0.8427,0.4511,0.7969,0.873
2509,12095,"Orange County, Florida",79.86,0.6909,0.5412,0.1697,0.9577,0.8147
2510,12097,"Osceola County, Florida",79.24,0.8551,0.767,0.6842,0.9787,0.6062
2511,12123,"Taylor County, Florida",75.73,0.843,0.7733,0.4804,0.6492,0.9274
2512,12129,"Wakulla County, Florida",76.41,0.5591,0.5365,0.3884,0.496,0.6947
2513,12133,"Washington County, Florida",74.85,0.8287,0.8927,0.4123,0.5562,0.8271
2514,13019,"Berrien County, Georgia",75.18,0.8103,0.9344,0.7498,0.5788,0.4056
2515,13025,"Brantley County, Georgia",74.81,0.61,0.8918,0.7695,0.1847,0.2362
2516,13027,"Brooks County, Georgia",75.59,0.8978,0.9411,0.7463,0.809,0.6078
2517,13033,"Burke County, Georgia",73.27,0.8742,0.8892,0.9074,0.7418,0.5059
2518,13049,"Charlton County, Georgia",75.38,0.7775,0.9029,0.085,0.8768,0.6683
2519,13055,"Chattooga County, Georgia",74.52,0.9284,0.9472,0.6415,0.6227,0.9277
2520,13059,"Clarke County, Georgia",78.35,0.7545,0.8265,0.0169,0.9039,0.9456
2521,13069,"Coffee County, Georgia",74.89,0.9475,0.8698,0.7978,0.8462,0.9395
2522,13089,"DeKalb County, Georgia",79.14,0.6982,0.5342,0.2318,0.971,0.7657
2523,13097,"Douglas County, Georgia",77.06,0.5419,0.5546,0.5368,0.8844,0.2025
2524,13109,"Evans County, Georgia",74.74,0.9729,0.8688,0.9124,0.8898,0.9535
2525,13121,"Fulton County, Georgia",77.65,0.561,0.3747,0.1242,0.9144,0.8294
2526,13139,"Hall County, Georgia",78.57,0.7351,0.6218,0.3922,0.9236,0.6714
2527,13155,"Irwin County, Georgia",75.45,0.8153,0.787,0.8981,0.5524,0.6059
2528,13213,"Murray County, Georgia",74.91,0.8246,0.8984,0.6934,0.7049,0.4928
2529,13277,"Tift County, Georgia",75.36,0.8905,0.7332,0.872,0.6972,0.9185
2530,13315,"Wilcox County, Georgia",75.03,0.8169,0.8854,0.3251,0.7017,0.7342
2531,15009,"Maui County, Hawaii",80.99,0.3836,0.1566,0.1289,0.9421,0.6371
2532,16031,"Cassia County, Idaho",78.78,0.7198,0.6027,0.4502,0.8742,0.6692
2533,16035,"Clearwater County, Idaho",78.63,0.3789,0.5081,0.5005,0.1404,0.4422
2534,17077,"Jackson County, Illinois",78.35,0.5568,0.6749,0.0255,0.5864,0.8943
2535,17153,"Pulaski County, Illinois",74.72,0.738,0.8593,0.7759,0.4982,0.376
2536,18001,"Adams County, Indiana",79.72,0.6237,0.6141,0.3649,0.4441,0.8118
2537,18027,"Daviess County, Indiana",77.17,0.6116,0.6103,0.4018,0.3836,0.8013
2538,18105,"Monroe County, Indiana",80.21,0.3531,0.4836,0.0121,0.5724,0.7985
2539,19051,"Davis County, Iowa",79.84,0.4479,0.4677,0.7131,0.1621,0.546
2540,20067,"Grant County, Kansas",78.29,0.4508,0.5014,0.0914,0.9487,0.2872
2541,20081,"Haskell County, Kansas",79.19,0.4387,0.5263,0.149,0.8816,0.2308
2542,20161,"Riley County, Kansas",81.46,0.3824,0.3881,0.0038,0.6434,0.9628
2543,20187,"Stanton County, Kansas",78.63,0.3916,0.3375,0.249,0.9099,0.2579
2544,20203,"Wichita County, Kansas",79.30,0.4597,0.2607,0.7561,0.9045,0.2397
2545,21011,"Bath County, Kentucky",74.56,0.7666,0.9261,0.8609,0.0942,0.6189
2546,21041,"Carroll County, Kentucky",74.19,0.9316,0.9153,0.9105,0.4409,0.9376
2547,21053,"Clinton County, Kentucky",74.15,0.6278,0.9236,0.8287,0.0178,0.3378
2548,21069,"Fleming County, Kentucky",74.47,0.7892,0.8717,0.8797,0.3343,0.5667
2549,21105,"Hickman County, Kentucky",76.69,0.6406,0.7959,0.6819,0.1706,0.5727
2550,21127,"Lawrence County, Kentucky",73.37,0.6437,0.9007,0.4795,0.1041,0.5712
2551,21169,"Metcalfe County, Kentucky",74.69,0.6011,0.8701,0.9261,0.0707,0.2101
2552,21171,"Monroe County, Kentucky",73.83,0.8440000000000001,0.9195,0.7628,0.2719,0.8472
2553,21181,"Nicholas County, Kentucky",73.84,0.7507,0.8099,0.8042,0.1815,0.7746
2554,21197,"Powell County, Kentucky",71.60,0.7931,0.8873,0.8153,0.0532,0.8771
2555,21205,"Rowan County, Kentucky",75.91,0.7071,0.8045,0.1592,0.4288,0.8851
2556,21207,"Russell County, Kentucky",75.58,0.8918,0.9634,0.8859999999999999,0.426,0.7147
2557,21235,"Whitley County, Kentucky",72.59,0.7679,0.9462,0.6628,0.0576,0.7797
2558,22001,"Acadia Parish, Louisiana",74.23,0.9109,0.8711,0.9226,0.6084,0.8236
2559,22013,"Bienville Parish, Louisiana",73.90,0.9032,0.8364,0.9787,0.5543,0.7666
2560,22017,"Caddo Parish, Louisiana",74.89,0.8026,0.6211,0.7956,0.6886,0.8411
2561,22031,"De Soto Parish, Louisiana",74.86,0.8867,0.8313,0.9077,0.6893,0.7453
2562,22037,"East Feliciana Parish, Louisiana",72.64,0.6657,0.6364,0.4737,0.48200000000000004,0.7809999999999999
2563,22041,"Franklin Parish, Louisiana",73.62,0.9723,0.9624,0.9834,0.4378,0.9484
2564,22043,"Grant Parish, Louisiana",74.75,0.6816,0.8274,0.2627,0.6743,0.462
2565,22061,"Lincoln Parish, Louisiana",77.43,0.8558,0.8173,0.1983,0.7443,0.9752
2566,22067,"Morehouse Parish, Louisiana",72.80,0.9287,0.8943,0.8949,0.5336,0.9229999999999999
2567,22069,"Natchitoches Parish, Louisiana",75.61,0.943,0.9182,0.7803,0.5616,0.9748
2568,22075,"Plaquemines Parish, Louisiana",76.84,0.5852,0.4928,0.4811,0.7848,0.5288
2569,22087,"Saint Bernard Parish, Louisiana",74.31,0.7049,0.8685,0.5762,0.7985,0.1885
2570,22127,"Winn Parish, Louisiana",74.28,0.8472,0.866,0.8208,0.5345,0.7167
2571,24029,"Kent County, Maryland",79.02,0.4327,0.2713,0.2267,0.6890000000000001,0.7055
2572,24031,"Montgomery County, Maryland",81.48,0.3114,0.0949,0.0844,0.9522,0.5559
2573,25009,"Essex County, Massachusetts",80.51,0.4826,0.2429,0.2213,0.8555,0.7587
2574,26069,"Iosco County, Michigan",77.38,0.4094,0.6533,0.5715,0.1111,0.2989
2575,26073,"Isabella County, Michigan",79.06,0.5931,0.7265,0.035,0.4409,0.9322
2576,26097,"Mackinac County, Michigan",79.13,0.6593,0.5603,0.4091,0.5772,0.85
2577,26119,"Montmorency County, Michigan",77.43,0.376,0.7272,0.5259,0.0306,0.2143
2578,26143,"Roscommon County, Michigan",77.13,0.4658,0.7564,0.7867,0.0946,0.1652
2579,27105,"Nobles County, Minnesota",81.35,0.7396,0.6039,0.5037,0.9296,0.6243
2580,27123,"Ramsey County, Minnesota",79.98,0.6189,0.3012,0.2194,0.8902,0.9433
2581,28009,"Benton County, Mississippi",74.64,0.6587,0.9354,0.6301,0.5715,0.1063
2582,28013,"Calhoun County, Mississippi",74.73,0.9545,0.9557,0.9640000000000001,0.7323,0.7198
2583,28019,"Choctaw County, Mississippi",76.48,0.8777,0.9316,0.8602,0.3785,0.8061
2584,28035,"Forrest County, Mississippi",74.73,0.9462,0.873,0.8421,0.7026,0.9631
2585,28049,"Hinds County, Mississippi",75.40,0.8746,0.8134,0.5877,0.7727,0.8905
2586,28061,"Jasper County, Mississippi",74.89,0.7383,0.759,0.971,0.5193,0.2846
2587,28097,"Montgomery County, Mississippi",73.74,0.8465,0.9137,0.9771,0.4228,0.4384
2588,28099,"Neshoba County, Mississippi",73.06,0.9096,0.8762,0.9803,0.6285,0.6482
2589,28111,"Perry County, Mississippi",74.32,0.8125,0.8851,0.9647,0.2671,0.5285
2590,28115,"Pontotoc County, Mississippi",76.97,0.8052,0.7826,0.9481,0.7498,0.3196
2591,28127,"Simpson County, Mississippi",74.32,0.9309,0.9319,0.893,0.5912,0.852
2592,28147,"Walthall County, Mississippi",74.59,0.8446,0.9163,0.9456,0.5199,0.4177
2593,28159,"Winston County, Mississippi",75.08,0.9452,0.9118,0.9717,0.6033,0.843
2594,29149,"Oregon County, Missouri",76.08,0.5215,0.7599,0.9185,0.0522,0.2146
2595,29215,"Texas County, Missouri",77.16,0.8188,0.8564,0.9713,0.1761,0.6912
2596,29221,"Washington County, Missouri",73.90,0.7606,0.9179,0.5906,0.1226,0.8112
2597,31047,"Dawson County, Nebraska",78.96,0.7112,0.5489,0.618,0.9279999999999999,0.5654
2598,31079,"Hall County, Nebraska",79.02,0.6683,0.4747,0.6714,0.8812,0.5852
2599,31091,"Hooker County, Nebraska",80.35,0.1337,0.2805,0.4868,0.0564,0.1079
2600,32031,"Washoe County, Nevada",78.12,0.6221,0.4425,0.1882,0.8851,0.8485
2601,34007,"Camden County, New Jersey",78.12,0.6062,0.3903,0.4884,0.9153,0.6157
2602,34011,"Cumberland County, New Jersey",76.60,0.9605,0.8217,0.6896,0.9526,0.9787
2603,34021,"Mercer County, New Jersey",79.80,0.5387,0.3273,0.0599,0.943,0.8848
2604,34023,"Middlesex County, New Jersey",81.20,0.4645,0.2209,0.042,0.9602,0.8937
2605,35003,"Catron County, New Mexico",80.07,0.3941,0.4817,0.5425,0.2904,0.3658
2606,35009,"Curry County, New Mexico",77.53,0.8902,0.7975,0.8456,0.9408,0.6393
2607,35013,"Dona Ana County, New Mexico",79.61,0.9647,0.9233,0.5645,0.9828,0.9255
2608,35035,"Otero County, New Mexico",78.00,0.9472,0.8723,0.7275,0.9382,0.9051
2609,35037,"Quay County, New Mexico",76.02,0.6772,0.6202,0.9570000000000001,0.7711,0.1987
2610,35051,"Sierra County, New Mexico",74.90,0.8949,0.8523,0.7829,0.7424,0.8284
2611,36085,"Richmond County, New York",80.00,0.4648,0.2598,0.0831,0.8949,0.8029
2612,36109,"Tompkins County, New York",81.21,0.3493,0.2865,0.0096,0.5973,0.9672
2613,36119,"Westchester County, New York",82.29,0.5619,0.2461,0.1261,0.9354,0.9382
2614,37051,"Cumberland County, North Carolina",76.26,0.8303,0.6336,0.7975,0.8532,0.8026
2615,37063,"Durham County, North Carolina",79.07,0.6186,0.3932,0.106,0.9567,0.8968
2616,37095,"Hyde County, North Carolina",77.25,0.8179,0.9268,0.156,0.7509999999999999,0.7663
2617,37103,"Jones County, North Carolina",76.53,0.8437,0.8905,0.8551,0.7434,0.4123
2618,37107,"Lenoir County, North Carolina",75.06,0.9825,0.8933,0.9529,0.9096,0.9449
2619,37123,"Montgomery County, North Carolina",77.33,0.9507,0.8835,0.7026,0.8978,0.9401
2620,37163,"Sampson County, North Carolina",75.74,0.9577,0.9169,0.8816,0.9389,0.7711
2621,37189,"Watauga County, North Carolina",80.70,0.4123,0.7428,0.0051,0.3553,0.8144
2622,37191,"Wayne County, North Carolina",76.54,0.9621,0.8459,0.843,0.9255,0.9376
2623,39009,"Athens County, Ohio",76.90,0.6995,0.8026,0.0458,0.3193,0.9936
2624,39095,"Lucas County, Ohio",77.06,0.6762,0.6186,0.6839,0.6243,0.5877
2625,40107,"Okfuskee County, Oklahoma",73.04,0.9312,0.9417,0.8886,0.5552,0.8609
2626,40119,"Payne County, Oklahoma",78.42,0.4979,0.5529999999999999,0.0185,0.5177,0.9592
2627,41015,"Curry County, Oregon",76.80,0.5145,0.5562,0.5215,0.3868,0.5199
2628,41051,"Multnomah County, Oregon",78.96,0.5135,0.3693,0.0427,0.8567,0.9105
2629,41059,"Umatilla County, Oregon",78.47,0.958,0.7635,0.8268,0.8854,0.993
2630,42053,"Forest County, Pennsylvania",76.34,0.603,0.5909,0.3578,0.7803,0.4903
2631,44007,"Providence County, Rhode Island",79.26,0.7536,0.5903,0.2655,0.9115,0.8707
2632,45031,"Darlington County, South Carolina",73.67,0.9029,0.9121,0.8115,0.6511,0.7813
2633,46027,"Clay County, South Dakota",80.22,0.2308,0.5053,0.0054,0.3145,0.6278
2634,46085,"Lyman County, South Dakota",77.49,0.696,0.6835,0.7408,0.4718,0.6367
2635,47005,"Benton County, Tennessee",73.36,0.7841,0.8816,0.6195,0.4499,0.6555
2636,47029,"Cocke County, Tennessee",73.27,0.7313,0.93,0.9214,0.1515,0.3512
2637,47069,"Hardeman County, Tennessee",74.65,0.8768,0.9694,0.6141,0.4756,0.8067
2638,47083,"Houston County, Tennessee",75.11,0.6536,0.8571,0.7787,0.2022,0.3951
2639,47121,"Meigs County, Tennessee",74.04,0.6791,0.8854,0.6568,0.1722,0.5294
2640,47135,"Perry County, Tennessee",74.24,0.7291,0.8918,0.7096,0.1181,0.6896
2641,47151,"Scott County, Tennessee",73.40,0.6418,0.937,0.9386,0.0216,0.2203
2642,47157,"Shelby County, Tennessee",75.75,0.7896,0.6425,0.5839,0.8994,0.7463
2643,48001,"Anderson County, Texas",73.41,0.7549,0.6616,0.0608,0.858,0.9745
2644,48005,"Angelina County, Texas",76.06,0.9669,0.7908,0.9733,0.9007,0.9172
2645,48021,"Bastrop County, Texas",77.47,0.7437,0.5985,0.33299999999999996,0.9338,0.7555
2646,48041,"Brazos County, Texas",79.92,0.6663,0.6208,0.0258,0.9182,0.9436
2647,48057,"Calhoun County, Texas",77.26,0.8395,0.5976,0.9392,0.9449,0.595
2648,48145,"Falls County, Texas",76.13,0.9554,0.851,0.6167,0.9163,0.9803
2649,48157,"Fort Bend County, Texas",81.84,0.2725,0.1414,0.1802,0.9653,0.2273
2650,48173,"Glasscock County, Texas",79.81,0.1181,0.2251,0.0538,0.9249,0.0156
2651,48195,"Hansford County, Texas",76.97,0.5798,0.6014,0.348,0.9561,0.2356
2652,48197,"Hardeman County, Texas",77.33,0.6387,0.6998,0.7536,0.8895,0.1375
2653,48205,"Hartley County, Texas",80.59,0.4371,0.3518,0.0283,0.9,0.7781
2654,48243,"Jeff Davis County, Texas",82.06,0.5151,0.3142,0.4005,0.9265,0.4807
2655,48291,"Liberty County, Texas",74.16,0.9357,0.7988,0.6826,0.8631,0.9742
2656,48297,"Live Oak County, Texas",79.44,0.6953,0.546,0.3518,0.9319,0.7036
2657,48315,"Marion County, Texas",74.22,0.6084,0.8067,0.4339,0.4766,0.33299999999999996
2658,48317,"Martin County, Texas",76.64,0.4454,0.326,0.3941,0.9309,0.2646
2659,48335,"Mitchell County, Texas",75.66,0.6457,0.6113,0.0452,0.9373,0.8379
2660,48339,"Montgomery County, Texas",78.74,0.3992,0.2283,0.2451,0.8618,0.5275
2661,48351,"Newton County, Texas",74.80,0.5091,0.7762,0.7854,0.4597,0.0506
2662,48355,"Nueces County, Texas",78.08,0.8204,0.5498,0.6648,0.9459,0.8679
2663,48385,"Real County, Texas",76.74,0.7466,0.7182,0.9058,0.7612,0.3075
2664,48403,"Sabine County, Texas",75.08,0.6928,0.794,0.9179,0.2783,0.3868
2665,48411,"San Saba County, Texas",78.47,0.7259,0.6905,0.4072,0.894,0.5422
2666,48419,"Shelby County, Texas",74.05,0.9128,0.9099,0.951,0.8867,0.4282
2667,48433,"Stonewall County, Texas",77.46,0.8459,0.6743,0.9306,0.7896,0.7052
2668,48437,"Swisher County, Texas",77.92,0.8965,0.7517,0.9927,0.9112,0.49700000000000005
2669,48453,"Travis County, Texas",80.89,0.4419,0.263,0.0522,0.9487,0.7542
2670,48455,"Trinity County, Texas",74.40,0.6794,0.7657,0.7141,0.6361,0.3095
2671,48471,"Walker County, Texas",77.26,0.6835,0.73,0.0083,0.8803,0.9691
2672,48475,"Ward County, Texas",76.16,0.6046,0.5406,0.3563,0.9478,0.3938
2673,51025,"Brunswick County, Virginia",76.04,0.9042,0.8236,0.7654,0.7552,0.8975
2674,51135,"Nottoway County, Virginia",75.57,0.9704,0.8848,0.6651,0.8255,0.9949
2675,51540,"Charlottesville City, Virginia",81.18,0.3489,0.3349,0.0124,0.8491,0.7724
2676,51630,"Fredericksburg City, Virginia",79.17,0.5323,0.3442,0.0974,0.8494,0.8688
2677,51670,"Hopewell City, Virginia",73.95,0.9296,0.8402,0.9809,0.8176,0.6848
2678,51680,"Lynchburg City, Virginia",76.92,0.7007,0.6797,0.1398,0.7695,0.8532
2679,51700,"Newport News City, Virginia",78.26,0.7568,0.5084,0.4183,0.8914,0.9064
2680,51740,"Portsmouth City, Virginia",74.78,0.7991,0.7233,0.5804,0.7303,0.7911
2681,51770,"Roanoke City, Virginia",74.99,0.8058,0.6839,0.6975,0.8415,0.7157
2682,53075,"Whitman County, Washington",81.40,0.4514,0.66,0.0019,0.6609,0.8485
2683,54013,"Calhoun County, West Virginia",76.48,0.4753,0.8526,0.5377,0.0653,0.2022
2684,54021,"Gilmer County, West Virginia",76.73,0.7539,0.9341,0.0723,0.6367,0.7536
2685,54045,"Logan County, West Virginia",72.22,0.6447,0.8956,0.547,0.0764,0.5804
2686,54109,"Wyoming County, West Virginia",72.69,0.6788,0.9112,0.816,0.0172,0.531
2687,55079,"Milwaukee County, Wisconsin",77.66,0.8268,0.6192,0.5798,0.9137,0.8746
2688,1023,"Choctaw County, Alabama",75.29,0.8297,0.8997,0.8749,0.4088,0.6004
2689,1035,"Conecuh County, Alabama",74.05,0.8628,0.9739,0.9592,0.4273,0.3897
2690,1099,"Monroe County, Alabama",74.97,0.7491,0.9602,0.4483,0.4658,0.4091
2691,2150,"Kodiak Island Borough, Alaska",79.59,0.5103,0.0767,0.4989,0.9357,0.8341
2692,2198,"Prince of Wales-Hyder Census Area, Alaska",78.19,0.7116,0.5349,0.7303,0.4741,0.8978
2693,5035,"Crittenden County, Arkansas",72.31,0.9217,0.8679,0.9236,0.66,0.8459
2694,5057,"Hempstead County, Arkansas",75.08,0.9752,0.9096,0.9924,0.9223,0.7421
2695,5069,"Jefferson County, Arkansas",74.18,0.9408,0.8637,0.8711,0.6275,0.9615
2696,5073,"Lafayette County, Arkansas",74.14,0.8039,0.8424,0.9535,0.4365,0.4416
2697,5113,"Polk County, Arkansas",75.60,0.8653,0.8615,0.972,0.5384,0.5692
2698,5137,"Stone County, Arkansas",76.64,0.5479,0.8832,0.6434,0.1312,0.2232
2699,6001,"Alameda County, California",81.46,0.5164,0.2961,0.0328,0.9812,0.9112
2700,6013,"Contra Costa County, California",81.39,0.4078,0.2483,0.1375,0.9554,0.5014
2701,6021,"Glenn County, California",78.29,0.9548,0.8997,0.8857,0.9542,0.7571
2702,6037,"Los Angeles County, California",81.36,0.7883,0.6517,0.1388,0.993,0.894
2703,6053,"Monterey County, California",81.85,0.8157,0.6259,0.3881,0.9924,0.8303
2704,6059,"Orange County, California",82.27,0.4425,0.3368,0.0579,0.9729,0.5651
2705,6065,"Riverside County, California",80.21,0.8214,0.731,0.4374,0.9742,0.6832
2706,6067,"Sacramento County, California",79.12,0.7797,0.5871,0.4451,0.9548,0.7915
2707,6069,"San Benito County, California",81.77,0.5677,0.5715,0.3926,0.978,0.2047
2708,6081,"San Mateo County, California",83.11,0.2735,0.14800000000000002,0.0245,0.9713,0.5689
2709,6083,"Santa Barbara County, California",81.65,0.716,0.5097,0.1089,0.9663,0.9427
2710,6085,"Santa Clara County, California",83.14,0.3852,0.2295,0.0341,0.9819,0.7039
2711,8001,"Adams County, Colorado",80.02,0.6332,0.4511,0.4139,0.9452,0.5922
2712,8011,"Bent County, Colorado",76.78,0.8290000000000001,0.8561,0.2553,0.879,0.7437
2713,8087,"Morgan County, Colorado",79.14,0.7647,0.4575,0.745,0.9271,0.8055
2714,12029,"Dixie County, Florida",74.79,0.8453,0.7695,0.8026,0.3085,0.9640000000000001
2715,12063,"Jackson County, Florida",76.17,0.9672,0.9487,0.7405,0.7526,0.9666
2716,12107,"Putnam County, Florida",74.85,0.9516,0.9494,0.8009999999999999,0.7647,0.8867
2717,13017,"Ben Hill County, Georgia",73.59,0.9265,0.8991,0.9799,0.6581,0.6734
2718,13081,"Crisp County, Georgia",74.87,0.9831,0.9449,0.9567,0.7813,0.9446
2719,13087,"Decatur County, Georgia",74.46,0.9615,0.8351,0.9258,0.6402,0.9889
2720,13091,"Dodge County, Georgia",74.99,0.9535,0.8988,0.7383,0.6947,0.9847
2721,13119,"Franklin County, Georgia",74.79,0.879,0.8968,0.7841,0.6087,0.7635
2722,13131,"Grady County, Georgia",75.54,0.9599,0.9424,0.9812,0.8946,0.5766
2723,13135,"Gwinnett County, Georgia",80.58,0.4518,0.3922,0.3499,0.9698,0.1961
2724,13161,"Jeff Davis County, Georgia",73.49,0.8666,0.7628,0.9163,0.8147,0.6469
2725,13167,"Johnson County, Georgia",75.89,0.8733,0.9497,0.4721,0.4037,0.9309
2726,13179,"Liberty County, Georgia",76.80,0.8106,0.7170000000000001,0.6323,0.8599,0.6988
2727,13183,"Long County, Georgia",77.10,0.7927,0.772,0.8220000000000001,0.8188,0.4152
2728,13197,"Marion County, Georgia",75.69,0.9494,0.9605,0.8354,0.8290000000000001,0.7762
2729,13215,"Muscogee County, Georgia",75.13,0.9051,0.7281,0.8774,0.8628,0.8797
2730,13245,"Richmond County, Georgia",74.07,0.93,0.873,0.7845,0.7482,0.9209999999999999
2731,13249,"Schley County, Georgia",76.26,0.8962,0.8809,0.9484,0.6466,0.639
2732,13289,"Twiggs County, Georgia",74.66,0.7246,0.9261,0.7046,0.4397,0.2964
2733,13299,"Ware County, Georgia",74.22,0.9583,0.7892,0.9209999999999999,0.7809999999999999,0.9828
2734,13303,"Washington County, Georgia",75.10,0.9465,0.9392,0.6208,0.7017,0.9678
2735,13313,"Whitfield County, Georgia",77.06,0.894,0.8793,0.4282,0.9303,0.8198
2736,15003,"Honolulu County, Hawaii",81.37,0.461,0.1226,0.0449,0.9758,0.9589
2737,15005,"Kalawao County, Hawaii",80.99,0.3961,0.0911,0.2531,0.9682,0.6141
2738,16047,"Gooding County, Idaho",78.13,0.6125,0.6253,0.47600000000000003,0.8911,0.2779
2739,16063,"Lincoln County, Idaho",78.40,0.5247,0.5941,0.1894,0.8943,0.2862
2740,17031,"Cook County, Illinois",78.67,0.6937,0.5304,0.1223,0.9631,0.8742
2741,18087,"LaGrange County, Indiana",79.74,0.4222,0.5533,0.1146,0.5103,0.4938
2742,20209,"Wyandotte County, Kansas",75.35,0.9226,0.9026,0.7552,0.9643,0.6603
2743,21045,"Casey County, Kentucky",75.14,0.7167,0.9465,0.5947,0.1859,0.5196
2744,21075,"Fulton County, Kentucky",72.93,0.8535,0.9526,0.9252,0.3766,0.5435
2745,21135,"Lewis County, Kentucky",74.84,0.5361,0.8889,0.5642,0.0048,0.3601
2746,21195,"Pike County, Kentucky",72.41,0.7418,0.9328,0.6345,0.0411,0.7673
2747,22021,"Caldwell Parish, Louisiana",73.06,0.8879,0.9398,0.3696,0.6393,0.9124
2748,22029,"Concordia Parish, Louisiana",73.94,0.9233,0.9561,0.6635,0.4976,0.95
2749,22045,"Iberia Parish, Louisiana",75.44,0.9354,0.8249,0.8991,0.8284,0.8857
2750,22049,"Jackson Parish, Louisiana",75.07,0.9344,0.7879999999999999,0.9602,0.667,0.9328
2751,22071,"Orleans Parish, Louisiana",75.80,0.7599,0.6823,0.1971,0.9058,0.8344
2752,24033,"Prince George's County, Maryland",81.48,0.618,0.3292,0.1901,0.9796,0.8641
2753,24039,"Somerset County, Maryland",76.94,0.8924,0.9064,0.304,0.8373,0.907
2754,25013,"Hampden County, Massachusetts",78.85,0.823,0.5899,0.6944,0.8892,0.8676
2755,25025,"Suffolk County, Massachusetts",79.89,0.7214,0.5329999999999999,0.0595,0.965,0.9698
2756,26095,"Luce County, Michigan",78.65,0.7377,0.8192,0.6517,0.4015,0.6409
2757,26163,"Wayne County, Michigan",75.33,0.8682,0.8042,0.7848,0.8914,0.6437
2758,28005,"Amite County, Mississippi",76.19,0.7195,0.9586,0.738,0.4292,0.2133
2759,28017,"Chickasaw County, Mississippi",75.35,0.9726,0.9628,0.9265,0.8099,0.8529
2760,28025,"Clay County, Mississippi",75.10,0.8271,0.9491,0.8644,0.5737,0.3301
2761,28031,"Covington County, Mississippi",73.58,0.8889,0.9570000000000001,0.9898,0.455,0.4454
2762,28041,"Greene County, Mississippi",75.10,0.7354,0.9144,0.2146,0.3419,0.7927
2763,28105,"Oktibbeha County, Mississippi",77.93,0.7268,0.8647,0.0385,0.5979,0.9198
2764,28153,"Wayne County, Mississippi",74.58,0.8669,0.9217,0.9822,0.5632,0.3779
2765,29153,"Ozark County, Missouri",76.11,0.7501,0.9035,0.8586,0.0739,0.6412
2766,29223,"Wayne County, Missouri",74.38,0.7240000000000001,0.9242,0.8542,0.0669,0.5084
2767,29510,"Saint Louis City, Missouri",74.14,0.8128,0.7644,0.2467,0.8774,0.8462
2768,31037,"Colfax County, Nebraska",80.58,0.5778,0.5368,0.1799,0.9605,0.4629
2769,31043,"Dakota County, Nebraska",78.39,0.8144,0.7147,0.4569,0.9573,0.6969
2770,32003,"Clark County, Nevada",78.27,0.7485,0.5766,0.3852,0.9586,0.7475
2771,32023,"Nye County, Nevada",74.10,0.6839,0.7459,0.6017,0.7167,0.3629
2772,32027,"Pershing County, Nevada",78.36,0.8644,0.6523,0.2245,0.873,0.9981
2773,34001,"Atlantic County, New Jersey",77.71,0.8023,0.5756,0.4279,0.9287,0.8991
2774,35005,"Chaves County, New Mexico",76.68,0.9589,0.8023,0.9408,0.9624,0.8749
2775,35033,"Mora County, New Mexico",78.75,0.703,0.6215,0.4932,0.9529,0.4425
2776,35041,"Roosevelt County, New Mexico",77.91,0.9319,0.9357,0.6587,0.9398,0.73
2777,36061,"New York County, New York",81.86,0.5244,0.3986,0.0067,0.9605,0.9682
2778,37017,"Bladen County, North Carolina",74.56,0.9612,0.9131,0.9586,0.8727,0.7561
2779,37093,"Hoke County, North Carolina",76.02,0.9067,0.8828,0.7186,0.9312,0.6794
2780,37153,"Richmond County, North Carolina",74.14,0.9624,0.9279999999999999,0.9239,0.8612,0.8153
2781,39075,"Holmes County, Ohio",79.37,0.4772,0.5915,0.0659,0.4027,0.7899
2782,40091,"McIntosh County, Oklahoma",74.72,0.7918,0.7829,0.8278,0.4849,0.6819
2783,41045,"Malheur County, Oregon",78.41,0.9971,0.9223,0.9204,0.9086,0.9990000000000001
2784,45027,"Clarendon County, South Carolina",75.31,0.9761,0.951,0.9359999999999999,0.7536,0.9338
2785,45053,"Jasper County, South Carolina",76.50,0.9570000000000001,0.9204,0.5989,0.9545,0.9198
2786,45075,"Orangeburg County, South Carolina",74.20,0.9335,0.8886,0.8402,0.7659999999999999,0.8809
2787,47007,"Bledsoe County, Tennessee",76.57,0.8758,0.929,0.7752,0.3075,0.9013
2788,47129,"Morgan County, Tennessee",75.69,0.7657,0.8908,0.4228,0.1665,0.9009999999999999
2789,48055,"Caldwell County, Texas",77.98,0.8793,0.6447,0.5473,0.9516,0.9612
