,FIPS,Location,Life Expectancy,RPL_THEMES,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4
0,1001,"Autauga County, Alabama",75.67,0.3773,0.3298,0.5568,0.5976,0.2881
1,1009,"Blount County, Alabama",76.16,0.4986,0.6609,0.4664,0.5992,0.1827
2,1017,"Chambers County, Alabama",74.06,0.8408,0.7689,0.7615,0.5798,0.8596
3,1031,"Coffee County, Alabama",76.48,0.5266,0.5072,0.8507,0.7313,0.1624
4,1033,"Colbert County, Alabama",75.07,0.4333,0.6345,0.7326,0.3642,0.1175
5,1039,"Covington County, Alabama",75.15,0.695,0.8214,0.8516,0.4686,0.2802
6,1043,"Cullman County, Alabama",75.31,0.4909,0.6558,0.3613,0.4174,0.3531
7,1045,"Dale County, Alabama",76.26,0.7463,0.7571,0.7832,0.639,0.4572
8,1051,"Elmore County, Alabama",75.93,0.5415,0.51,0.5384,0.6097,0.4801
9,1055,"Etowah County, Alabama",73.85,0.7335,0.7609,0.7679,0.6721,0.4043
10,1067,"Henry County, Alabama",75.97,0.596,0.6536,0.6593,0.6157,0.3222
11,1069,"Houston County, Alabama",76.81,0.6819,0.6635,0.8746,0.6348,0.3477
12,1071,"Jackson County, Alabama",74.13,0.5788,0.8138,0.5018,0.3661,0.2935
13,1077,"Lauderdale County, Alabama",76.50,0.5396,0.6097,0.32,0.4429,0.5868
14,1079,"Lawrence County, Alabama",74.33,0.4858,0.7861,0.5135,0.3457,0.1436
15,1083,"Limestone County, Alabama",77.21,0.5269,0.5431,0.2541,0.6412,0.5409
16,1089,"Madison County, Alabama",78.07,0.3034,0.2687,0.1315,0.7367,0.3582
17,1097,"Mobile County, Alabama",75.13,0.787,0.7001,0.6991,0.6963,0.7485
18,1103,"Morgan County, Alabama",76.21,0.7192,0.6654,0.7428,0.7437,0.5002
19,1111,"Randolph County, Alabama",74.65,0.8029,0.852,0.7106,0.3349,0.8077
20,1115,"Saint Clair County, Alabama",74.98,0.3289,0.504,0.2833,0.3948,0.24100000000000002
21,1117,"Shelby County, Alabama",79.53,0.1073,0.0672,0.0748,0.6839,0.1617
22,1123,"Tallapoosa County, Alabama",75.01,0.9093,0.872,0.8905,0.51,0.8997
23,2122,"Kenai Peninsula Borough, Alaska",78.61,0.3645,0.2445,0.2649,0.4588,0.7287
24,2261,"Valdez-Cordova Census Area, Alaska",78.00,0.4699,0.212,0.099,0.7841,0.9325
25,4021,"Pinal County, Arizona",80.17,0.8593,0.7090000000000001,0.7361,0.8991,0.8176
26,5009,"Boone County, Arkansas",77.22,0.5731,0.7033,0.8176,0.0748,0.5323
27,5027,"Columbia County, Arkansas",74.65,0.9236,0.8373,0.7937,0.7284,0.9411
28,5029,"Conway County, Arkansas",76.13,0.7778,0.7128,0.9631,0.5247,0.5189
29,5033,"Crawford County, Arkansas",75.97,0.6606,0.695,0.8294,0.5731,0.34
30,5045,"Faulkner County, Arkansas",77.23,0.4317,0.3693,0.1528,0.4457,0.8297
31,5047,"Franklin County, Arkansas",75.51,0.652,0.8434,0.6944,0.3095,0.3731
32,5051,"Garland County, Arkansas",75.66,0.8338,0.6466,0.873,0.5683,0.9115
33,5053,"Grant County, Arkansas",75.93,0.2423,0.43200000000000005,0.4148,0.135,0.1837
34,5055,"Greene County, Arkansas",75.06,0.4247,0.6991,0.6899,0.0907,0.21899999999999997
35,5063,"Independence County, Arkansas",75.69,0.7619,0.6667,0.8637,0.5253,0.7173
36,5081,"Little River County, Arkansas",74.98,0.6692,0.7619,0.9284,0.3407,0.3165
37,5083,"Logan County, Arkansas",75.60,0.758,0.7736,0.9195,0.5272,0.4129
38,5085,"Lonoke County, Arkansas",75.86,0.3779,0.3569,0.602,0.4234,0.3626
39,5087,"Madison County, Arkansas",76.42,0.5132,0.6132,0.5046,0.5358,0.2974
40,5091,"Miller County, Arkansas",75.69,0.8411,0.7577,0.8641,0.4244,0.8924
41,5103,"Ouachita County, Arkansas",73.37,0.8816,0.7803,0.95,0.688,0.7367
42,5115,"Pope County, Arkansas",76.81,0.7412,0.7262,0.3088,0.6705,0.8131
43,5121,"Randolph County, Arkansas",76.05,0.6113,0.6316,0.9726,0.0535,0.5521
44,5125,"Saline County, Arkansas",77.91,0.3206,0.1955,0.631,0.5215,0.3553
45,5131,"Sebastian County, Arkansas",76.19,0.7943,0.6418,0.7822,0.8309,0.6940000000000001
46,5145,"White County, Arkansas",75.87,0.7205,0.6138,0.6507,0.4731,0.8666
47,6007,"Butte County, California",78.24,0.7915,0.6807,0.3031,0.7826,0.9195
48,6017,"El Dorado County, California",81.06,0.2108,0.2362,0.1063,0.7077,0.2092
49,6023,"Humboldt County, California",77.21,0.7345,0.632,0.3346,0.7252,0.8727
50,6027,"Inyo County, California",78.83,0.6498,0.2677,0.5651,0.8472,0.922
51,6049,"Modoc County, California",77.50,0.5727,0.6004,0.6011,0.772,0.2588
52,6057,"Nevada County, California",81.30,0.2197,0.2531,0.1815,0.5817,0.205
53,6061,"Placer County, California",81.46,0.1834,0.1219,0.17,0.7558,0.1917
54,6079,"San Luis Obispo County, California",81.37,0.377,0.2343,0.0357,0.8488,0.8348
55,6089,"Shasta County, California",76.68,0.6807,0.5396,0.6928,0.6071,0.752
56,8007,"Archuleta County, Colorado",82.08,0.2569,0.2372,0.1573,0.6132,0.3368
57,8015,"Chaffee County, Colorado",81.22,0.1605,0.1203,0.2518,0.5107,0.2174
58,8019,"Clear Creek County, Colorado",81.63,0.0121,0.0118,0.0201,0.2763,0.1659
59,8029,"Delta County, Colorado",78.85,0.6874,0.6001,0.5148,0.6571,0.7361
60,8039,"Elbert County, Colorado",81.68,0.0045,0.0277,0.0274,0.4078,0.0108
61,8047,"Gilpin County, Colorado",80.79,0.0076,0.0073,0.0025,0.3324,0.2353
62,8057,"Jackson County, Colorado",80.54,0.0493,0.2537,0.0363,0.6304,0.0083
63,8065,"Lake County, Colorado",80.11,0.313,0.2194,0.0131,0.8889,0.7791
64,8067,"La Plata County, Colorado",81.57,0.1207,0.0735,0.0146,0.5323,0.6055
65,8069,"Larimer County, Colorado",81.72,0.1229,0.157,0.021,0.5447,0.3938
66,8071,"Las Animas County, Colorado",77.65,0.6444,0.5568,0.4285,0.8112,0.6036
67,8077,"Mesa County, Colorado",78.77,0.5514,0.4846,0.5221,0.5791,0.588
68,8081,"Moffat County, Colorado",78.46,0.3321,0.2003,0.2047,0.7004,0.5473
69,8083,"Montezuma County, Colorado",77.64,0.4282,0.5253,0.4129,0.5571,0.2496
70,8085,"Montrose County, Colorado",79.59,0.7367,0.6145,0.6606,0.7883,0.6555
71,8089,"Otero County, Colorado",76.44,0.9424,0.8376,0.9876,0.8838,0.6749
72,8093,"Park County, Colorado",82.37,0.0,0.0134,0.0127,0.2069,0.0022
73,8099,"Prowers County, Colorado",77.69,0.9417,0.8469,0.943,0.8962,0.7689
74,8101,"Pueblo County, Colorado",77.50,0.8676,0.7131,0.8841,0.8103,0.7943
75,8103,"Rio Blanco County, Colorado",79.25,0.2541,0.1834,0.0573,0.4511,0.7692
76,8119,"Teller County, Colorado",80.76,0.0484,0.1258,0.1127,0.2989,0.0627
77,8121,"Washington County, Colorado",80.28,0.2748,0.2022,0.3776,0.43200000000000005,0.4295
78,9005,"Litchfield County, Connecticut",80.74,0.0818,0.1273,0.0411,0.5183,0.1665
79,9007,"Middlesex County, Connecticut",81.02,0.0936,0.0334,0.0372,0.5804,0.3231
80,9011,"New London County, Connecticut",80.18,0.3496,0.2098,0.2171,0.7342,0.5619
81,9015,"Windham County, Connecticut",79.00,0.4457,0.3744,0.2162,0.7014,0.5514
82,10001,"Kent County, Delaware",77.54,0.6985,0.4737,0.6256,0.7402,0.8395
83,12019,"Clay County, Florida",78.18,0.3559,0.3321,0.3935,0.7144,0.2407
84,12033,"Escambia County, Florida",76.33,0.4906,0.4839,0.114,0.6956,0.659
85,12089,"Nassau County, Florida",77.83,0.3286,0.2773,0.6622,0.3664,0.3438
86,12101,"Pasco County, Florida",77.70,0.6367,0.4801,0.5893,0.7326,0.6975
87,12109,"Saint Johns County, Florida",80.69,0.0882,0.0678,0.1009,0.4798,0.1621
88,12113,"Santa Rosa County, Florida",78.20,0.341,0.2996,0.2388,0.4941,0.5349
89,13015,"Bartow County, Georgia",76.13,0.6164,0.6256,0.5683,0.7096,0.39799999999999996
90,13039,"Camden County, Georgia",77.68,0.5539999999999999,0.4798,0.4467,0.5842,0.6523
91,13045,"Carroll County, Georgia",75.22,0.851,0.8204,0.6823,0.7135,0.7755
92,13047,"Catoosa County, Georgia",78.10,0.2534,0.49,0.3384,0.3403,0.0872
93,13057,"Cherokee County, Georgia",79.93,0.1703,0.17,0.1194,0.7428,0.1528
94,13073,"Columbia County, Georgia",79.76,0.1528,0.184,0.2416,0.7549,0.0404
95,13077,"Coweta County, Georgia",78.17,0.2671,0.2859,0.3244,0.7603,0.1022
96,13085,"Dawson County, Georgia",78.26,0.1235,0.3986,0.2041,0.2986,0.0223
97,13113,"Fayette County, Georgia",81.22,0.0805,0.0656,0.1102,0.7491,0.035
98,13115,"Floyd County, Georgia",75.80,0.8851,0.8055,0.6039,0.8131,0.9
99,13123,"Gilmer County, Georgia",78.32,0.6008,0.7402,0.5097,0.6953,0.2324
100,13127,"Glynn County, Georgia",76.90,0.7851,0.5294,0.8389,0.8147,0.8045
101,13137,"Habersham County, Georgia",78.30,0.8357,0.7902,0.3871,0.7978,0.8606
102,13143,"Haralson County, Georgia",73.75,0.6619,0.8545,0.93,0.2502,0.2254
103,13145,"Harris County, Georgia",78.87,0.1627,0.2579,0.3906,0.4492,0.0532
104,13147,"Hart County, Georgia",77.02,0.7498,0.7138,0.8564,0.645,0.48200000000000004
105,13153,"Houston County, Georgia",77.82,0.5734,0.5511,0.5501,0.8032,0.3362
106,13157,"Jackson County, Georgia",75.71,0.4292,0.5489,0.2499,0.6944,0.228
107,13159,"Jasper County, Georgia",75.96,0.7867,0.8516,0.66,0.632,0.5263
108,13169,"Jones County, Georgia",77.92,0.29,0.4607,0.6571,0.3477,0.0684
109,13187,"Lumpkin County, Georgia",77.59,0.5425,0.7087,0.1856,0.5043,0.5043
110,13207,"Monroe County, Georgia",77.13,0.5377,0.4947,0.1245,0.5301,0.8784
111,13211,"Morgan County, Georgia",77.33,0.3897,0.4763,0.6765,0.6466,0.0825
112,13227,"Pickens County, Georgia",77.37,0.2525,0.39,0.2846,0.2703,0.2458
113,13231,"Pike County, Georgia",75.85,0.2359,0.5447,0.1643,0.2534,0.1344
114,13255,"Spalding County, Georgia",74.62,0.8997,0.9058,0.8698,0.6507,0.731
115,13257,"Stephens County, Georgia",74.51,0.8112,0.8621,0.54,0.5256,0.7743
116,13295,"Walker County, Georgia",74.85,0.6396,0.7284,0.7208,0.2604,0.5909
117,13297,"Walton County, Georgia",76.60,0.326,0.5193,0.5629,0.5116,0.0599
118,13311,"White County, Georgia",78.14,0.3817,0.5855,0.3493,0.40399999999999997,0.2171
119,16001,"Ada County, Idaho",80.75,0.1681,0.1369,0.1442,0.5807,0.2521
120,16015,"Boise County, Idaho",81.05,0.085,0.3031,0.2601,0.1442,0.0252
121,16017,"Bonner County, Idaho",79.37,0.3225,0.3674,0.5199,0.1063,0.5158
122,16021,"Boundary County, Idaho",78.19,0.4323,0.4015,0.6753,0.3601,0.4464
123,16023,"Butte County, Idaho",78.74,0.2273,0.4094,0.3228,0.2018,0.1878
124,16025,"Camas County, Idaho",80.89,0.4244,0.4167,0.9446,0.5205,0.0923
125,16039,"Elmore County, Idaho",78.46,0.6132,0.6587,0.2607,0.8128,0.4559
126,16045,"Gem County, Idaho",78.47,0.7065,0.8001,0.9255,0.5027,0.2378
127,16055,"Kootenai County, Idaho",79.51,0.2649,0.2923,0.5731,0.2063,0.3171
128,16069,"Nez Perce County, Idaho",78.23,0.4082,0.3005,0.7342,0.2894,0.5762
129,16085,"Valley County, Idaho",81.84,0.0809,0.1735,0.2954,0.006,0.1888
130,16087,"Washington County, Idaho",78.71,0.8313,0.7479,0.9892,0.7635,0.3524
131,17001,"Adams County, Illinois",78.70,0.2776,0.29,0.5903,0.2225,0.3372
132,17007,"Boone County, Illinois",79.75,0.4339,0.4241,0.4591,0.8163,0.19899999999999998
133,17011,"Bureau County, Illinois",79.49,0.3219,0.3088,0.6173,0.5078,0.2139
134,17013,"Calhoun County, Illinois",78.93,0.1611,0.2633,0.369,0.0057,0.3467
135,17015,"Carroll County, Illinois",79.06,0.1665,0.249,0.2254,0.3543,0.1732
136,17021,"Christian County, Illinois",77.92,0.2986,0.3827,0.5979,0.0821,0.3703
137,17023,"Clark County, Illinois",77.36,0.3203,0.5135,0.7997,0.0818,0.1592
138,17025,"Clay County, Illinois",77.51,0.5205,0.4171,0.9341,0.2248,0.5533
139,17027,"Clinton County, Illinois",79.62,0.1293,0.1691,0.1114,0.2754,0.3187
140,17035,"Cumberland County, Illinois",78.80,0.3015,0.4998,0.7074,0.0089,0.2515
141,17039,"De Witt County, Illinois",78.05,0.1003,0.2652,0.134,0.2362,0.0968
142,17045,"Edgar County, Illinois",77.33,0.3996,0.5804,0.7685,0.1165,0.2493
143,17047,"Edwards County, Illinois",77.46,0.1901,0.3843,0.6402,0.0675,0.0891
144,17049,"Effingham County, Illinois",79.01,0.1359,0.1847,0.3524,0.1767,0.2104
145,17053,"Ford County, Illinois",77.37,0.3295,0.4397,0.772,0.1636,0.2194
146,17055,"Franklin County, Illinois",75.28,0.5552,0.7316,0.8812,0.0996,0.3381
147,17057,"Fulton County, Illinois",77.84,0.5189,0.5724,0.5556,0.4419,0.4346
148,17061,"Greene County, Illinois",77.58,0.3126,0.6654,0.5056,0.0267,0.1541
149,17063,"Grundy County, Illinois",78.53,0.1057,0.2038,0.1547,0.4537,0.0716
150,17065,"Hamilton County, Illinois",77.70,0.1385,0.3286,0.4263,0.0127,0.1401
151,17067,"Hancock County, Illinois",79.81,0.0907,0.2741,0.2512,0.0761,0.0777
152,17071,"Henderson County, Illinois",78.65,0.1522,0.348,0.8481,0.0624,0.0162
153,17073,"Henry County, Illinois",79.40,0.1515,0.2627,0.2391,0.4403,0.0758
154,17075,"Iroquois County, Illinois",77.56,0.3566,0.4451,0.5887,0.5014,0.1656
155,17079,"Jasper County, Illinois",79.11,0.0315,0.1783,0.3158,0.0156,0.0204
156,17081,"Jefferson County, Illinois",77.21,0.8087,0.6944,0.7746,0.3238,0.9634
157,17083,"Jersey County, Illinois",78.17,0.1503,0.2929,0.2404,0.1509,0.1939
158,17091,"Kankakee County, Illinois",77.03,0.7307,0.5536,0.8071,0.7227,0.6966
159,17095,"Knox County, Illinois",77.75,0.6336,0.5626,0.5466,0.4807,0.7835
160,17099,"LaSalle County, Illinois",77.90,0.3973,0.5062,0.2604,0.5473,0.319
161,17111,"McHenry County, Illinois",80.15,0.0812,0.121,0.0764,0.703,0.0398
162,17115,"Macon County, Illinois",77.70,0.6301,0.5657,0.7364,0.4238,0.7001
163,17117,"Macoupin County, Illinois",78.02,0.2658,0.4292,0.5498,0.1003,0.2343
164,17119,"Madison County, Illinois",77.16,0.2165,0.297,0.2076,0.3397,0.27
165,17121,"Marion County, Illinois",76.66,0.7227,0.6393,0.9067,0.3168,0.7507
166,17123,"Marshall County, Illinois",78.04,0.0455,0.1827,0.1611,0.1726,0.0411
167,17125,"Mason County, Illinois",77.27,0.3066,0.5906,0.6982,0.0331,0.134
168,17127,"Massac County, Illinois",75.88,0.7189,0.6603,0.8462,0.3047,0.7902
169,17129,"Menard County, Illinois",78.66,0.1019,0.1853,0.5511,0.0191,0.142
170,17131,"Mercer County, Illinois",79.51,0.0646,0.2069,0.2611,0.0458,0.0755
171,17133,"Monroe County, Illinois",80.48,0.0003,0.0143,0.0576,0.0436,0.0105
172,17141,"Ogle County, Illinois",79.64,0.2617,0.2948,0.2859,0.6186,0.1719
173,17147,"Piatt County, Illinois",79.40,0.0029,0.0684,0.1344,0.0302,0.0032
174,17149,"Pike County, Illinois",78.53,0.2849,0.5158,0.5871,0.0605,0.2012
175,17155,"Putnam County, Illinois",79.78,0.0213,0.1496,0.1264,0.4206,0.0013
176,17159,"Richland County, Illinois",78.09,0.39799999999999996,0.4403,0.7523,0.0471,0.5482
177,17161,"Rock Island County, Illinois",78.76,0.6676,0.4435,0.539,0.8001,0.8036
178,17167,"Sangamon County, Illinois",78.33,0.3855,0.2907,0.4444,0.439,0.5788
179,17171,"Scott County, Illinois",78.78,0.1684,0.4489,0.3601,0.0802,0.0764
180,17173,"Shelby County, Illinois",79.85,0.0952,0.2818,0.2738,0.0287,0.1076
181,17177,"Stephenson County, Illinois",79.68,0.5059,0.49700000000000005,0.8083,0.3875,0.3967
182,17179,"Tazewell County, Illinois",78.69,0.0716,0.0742,0.1913,0.1477,0.1993
183,17181,"Union County, Illinois",76.40,0.5279,0.5113,0.5552,0.3311,0.68
184,17185,"Wabash County, Illinois",78.37,0.3617,0.4444,0.4489,0.2356,0.4266
185,17187,"Warren County, Illinois",78.39,0.6017,0.5794,0.2773,0.6896,0.6552
186,17189,"Washington County, Illinois",79.07,0.0713,0.191,0.1226,0.1407,0.1321
187,17191,"Wayne County, Illinois",77.79,0.3419,0.4323,0.5912,0.2073,0.3391
188,17193,"White County, Illinois",76.88,0.5119,0.5189,0.8555,0.1945,0.5008
189,17195,"Whiteside County, Illinois",78.92,0.4024,0.3429,0.6472,0.4973,0.3639
190,17199,"Williamson County, Illinois",76.94,0.4091,0.4365,0.616,0.313,0.4234
191,17203,"Woodford County, Illinois",80.30,0.0245,0.0519,0.1324,0.0525,0.1035
192,18003,"Allen County, Indiana",78.31,0.5441,0.4209,0.5444,0.767,0.4954
193,18005,"Bartholomew County, Indiana",77.80,0.3196,0.2235,0.3047,0.6584,0.389
194,18007,"Benton County, Indiana",78.41,0.2413,0.3235,0.8259,0.3572,0.036000000000000004
195,18009,"Blackford County, Indiana",76.81,0.5161,0.5565,0.88,0.1961,0.4104
196,18013,"Brown County, Indiana",79.40,0.0589,0.2359,0.205,0.1108,0.0427
197,18015,"Carroll County, Indiana",79.80,0.2003,0.3661,0.368,0.3613,0.0745
198,18019,"Clark County, Indiana",76.30,0.2967,0.3126,0.2397,0.5046,0.3257
199,18021,"Clay County, Indiana",76.66,0.3875,0.4912,0.7192,0.1213,0.3741
200,18023,"Clinton County, Indiana",77.88,0.5078,0.4534,0.5476,0.737,0.3537
201,18025,"Crawford County, Indiana",76.10,0.4661,0.7243,0.8682,0.0554,0.1783
202,18029,"Dearborn County, Indiana",78.37,0.0783,0.2413,0.2092,0.0471,0.0961
203,18033,"DeKalb County, Indiana",77.83,0.2445,0.3435,0.6052,0.1611,0.1929
204,18035,"Delaware County, Indiana",76.98,0.5629,0.7167,0.2442,0.3518,0.632
205,18037,"Dubois County, Indiana",78.93,0.2136,0.1729,0.1484,0.5339,0.3734
206,18041,"Fayette County, Indiana",75.84,0.6679,0.7934,0.9115,0.0856,0.518
207,18043,"Floyd County, Indiana",77.17,0.2547,0.2674,0.3279,0.4747,0.2451
208,18045,"Fountain County, Indiana",77.25,0.2264,0.4635,0.5539999999999999,0.2401,0.0484
209,18047,"Franklin County, Indiana",78.95,0.1299,0.3719,0.3862,0.021,0.0831
210,18049,"Fulton County, Indiana",76.90,0.3674,0.4944,0.6377,0.4196,0.1611
211,18051,"Gibson County, Indiana",78.06,0.2585,0.2117,0.4635,0.1862,0.5212
212,18053,"Grant County, Indiana",76.47,0.7205,0.7319,0.7469,0.3165,0.7514
213,18055,"Greene County, Indiana",76.76,0.4276,0.5215,0.6132,0.078,0.5552
214,18059,"Hancock County, Indiana",78.99,0.0274,0.0535,0.3161,0.1872,0.0137
215,18061,"Harrison County, Indiana",78.08,0.1971,0.3967,0.5622,0.071,0.1194
216,18063,"Hendricks County, Indiana",79.97,0.0704,0.0439,0.17800000000000002,0.4696,0.0723
217,18065,"Henry County, Indiana",76.93,0.4311,0.6164,0.6211,0.1573,0.3117
218,18067,"Howard County, Indiana",77.20,0.5021,0.5138,0.8723,0.4218,0.2744
219,18069,"Huntington County, Indiana",78.18,0.1394,0.312,0.1162,0.1223,0.2502
220,18071,"Jackson County, Indiana",76.41,0.4712,0.4706,0.4247,0.5677,0.4228
221,18073,"Jasper County, Indiana",78.01,0.2302,0.3356,0.3025,0.3372,0.1983
222,18075,"Jay County, Indiana",77.25,0.5915,0.688,0.858,0.1987,0.4457
223,18077,"Jefferson County, Indiana",76.18,0.5581,0.5463,0.5314,0.22699999999999998,0.8223
224,18079,"Jennings County, Indiana",75.53,0.4193,0.5826,0.6809999999999999,0.0958,0.3645
225,18081,"Johnson County, Indiana",78.57,0.1614,0.1465,0.3034,0.3493,0.2537
226,18083,"Knox County, Indiana",76.17,0.4225,0.4136,0.5677,0.1582,0.6775
227,18085,"Kosciusko County, Indiana",78.52,0.4139,0.3193,0.2961,0.5597,0.617
228,18089,"Lake County, Indiana",76.57,0.7278,0.6049,0.6905,0.8771,0.5253
229,18093,"Lawrence County, Indiana",76.44,0.2929,0.3887,0.6699,0.1318,0.2607
230,18095,"Madison County, Indiana",76.76,0.639,0.5957,0.7644,0.4572,0.5985
231,18099,"Marshall County, Indiana",79.06,0.5759,0.5301,0.3706,0.5915,0.6816
232,18101,"Martin County, Indiana",77.33,0.1796,0.4282,0.3906,0.008,0.1722
233,18103,"Miami County, Indiana",77.83,0.5056,0.6861,0.4565,0.2407,0.4438
234,18107,"Montgomery County, Indiana",77.94,0.3553,0.361,0.5224,0.4817,0.2993
235,18109,"Morgan County, Indiana",77.38,0.1566,0.3403,0.3394,0.0825,0.1538
236,18111,"Newton County, Indiana",77.20,0.2365,0.5116,0.2967,0.462,0.0296
237,18113,"Noble County, Indiana",77.73,0.5626,0.4858,0.6189,0.611,0.5345
238,18115,"Ohio County, Indiana",78.27,0.0576,0.2662,0.1394,0.0108,0.0946
239,18117,"Orange County, Indiana",76.68,0.6043,0.5928,0.8832,0.0611,0.7552
240,18119,"Owen County, Indiana",76.29,0.3372,0.5718,0.3617,0.1652,0.2795
241,18125,"Pike County, Indiana",77.64,0.107,0.2967,0.5329999999999999,0.0092,0.0669
242,18127,"Porter County, Indiana",78.72,0.1837,0.1862,0.1296,0.4734,0.3228
243,18129,"Posey County, Indiana",78.93,0.0201,0.064,0.1515,0.0583,0.0618
244,18131,"Pulaski County, Indiana",77.21,0.2502,0.483,0.6358,0.1,0.1009
245,18135,"Randolph County, Indiana",77.81,0.4358,0.5712,0.8854,0.3352,0.1067
246,18137,"Ripley County, Indiana",77.86,0.2811,0.4043,0.3133,0.0723,0.4858
247,18139,"Rush County, Indiana",77.65,0.2856,0.5457,0.7972,0.0372,0.0911
248,18141,"Saint Joseph County, Indiana",77.98,0.6415,0.5473,0.4505,0.7147,0.6931
249,18143,"Scott County, Indiana",73.42,0.2652,0.5384,0.3209,0.1439,0.17800000000000002
250,18145,"Shelby County, Indiana",77.75,0.3607,0.4416,0.3715,0.3989,0.3483
251,18147,"Spencer County, Indiana",78.99,0.1175,0.2614,0.155,0.1952,0.1649
252,18149,"Starke County, Indiana",74.66,0.3661,0.7338,0.4912,0.1904,0.0901
253,18151,"Steuben County, Indiana",78.85,0.2703,0.3002,0.2181,0.3515,0.4196
254,18155,"Switzerland County, Indiana",76.50,0.611,0.7529,0.8809,0.1133,0.4394
255,18159,"Tipton County, Indiana",78.70,0.1312,0.2254,0.4295,0.2429,0.0774
256,18161,"Union County, Indiana",77.70,0.1286,0.3359,0.3598,0.0169,0.1226
257,18165,"Vermillion County, Indiana",75.83,0.3053,0.4263,0.8383,0.0777,0.1843
258,18169,"Wabash County, Indiana",77.87,0.2821,0.4066,0.4164,0.19899999999999998,0.2856
259,18171,"Warren County, Indiana",78.58,0.0637,0.135,0.5813,0.0869,0.0302
260,18173,"Warrick County, Indiana",79.27,0.0831,0.0694,0.2315,0.2837,0.1445
261,18175,"Washington County, Indiana",75.89,0.3919,0.6488,0.6966,0.0318,0.2665
262,18179,"Wells County, Indiana",79.52,0.1789,0.2378,0.6259,0.1694,0.1535
263,18181,"White County, Indiana",78.25,0.2292,0.2477,0.4578,0.5489,0.1054
264,18183,"Whitley County, Indiana",79.02,0.09300000000000001,0.1808,0.4642,0.0478,0.1117
265,19001,"Adair County, Iowa",79.44,0.0506,0.0755,0.6371,0.0239,0.0541
266,19003,"Adams County, Iowa",78.96,0.0411,0.1089,0.2951,0.0449,0.0694
267,19005,"Allamakee County, Iowa",79.90,0.2878,0.2385,0.1751,0.5396,0.4849
268,19007,"Appanoose County, Iowa",78.33,0.3629,0.4594,0.4454,0.1716,0.4782
269,19011,"Benton County, Iowa",81.15,0.0252,0.0484,0.226,0.1054,0.0458
270,19015,"Boone County, Iowa",78.98,0.1777,0.0942,0.24100000000000002,0.2687,0.5148
271,19017,"Bremer County, Iowa",82.14,0.0216,0.0137,0.0669,0.17,0.1509
272,19023,"Butler County, Iowa",80.23,0.0223,0.1051,0.1945,0.0188,0.0513
273,19025,"Calhoun County, Iowa",79.85,0.163,0.2104,0.4718,0.0891,0.26899999999999996
274,19027,"Carroll County, Iowa",80.36,0.0739,0.0548,0.4597,0.0812,0.1369
275,19029,"Cass County, Iowa",78.84,0.256,0.2512,0.7214,0.1684,0.2869
276,19031,"Cedar County, Iowa",81.38,0.0111,0.0312,0.1563,0.1098,0.0264
277,19033,"Cerro Gordo County, Iowa",79.23,0.2257,0.1388,0.3451,0.3499,0.4511
278,19035,"Cherokee County, Iowa",80.13,0.1799,0.1506,0.3378,0.2846,0.3337
279,19037,"Chickasaw County, Iowa",80.71,0.1258,0.1429,0.596,0.2738,0.0799
280,19039,"Clarke County, Iowa",78.57,0.4925,0.3543,0.4514,0.6813,0.5629
281,19041,"Clay County, Iowa",80.29,0.2471,0.1213,0.561,0.3435,0.4273
282,19043,"Clayton County, Iowa",80.50,0.1897,0.1671,0.4413,0.2159,0.3282
283,19045,"Clinton County, Iowa",78.70,0.2388,0.2219,0.6536,0.2117,0.284
284,19055,"Delaware County, Iowa",81.10,0.0649,0.1041,0.5103,0.1445,0.0436
285,19061,"Dubuque County, Iowa",80.03,0.1939,0.1503,0.2334,0.3031,0.4432
286,19065,"Fayette County, Iowa",79.90,0.1993,0.2588,0.5154,0.2139,0.1923
287,19067,"Floyd County, Iowa",79.72,0.2579,0.2563,0.6262,0.22,0.3031
288,19069,"Franklin County, Iowa",80.28,0.3235,0.3805,0.7883,0.5813,0.0525
289,19071,"Fremont County, Iowa",78.84,0.0786,0.1038,0.574,0.0732,0.0821
290,19073,"Greene County, Iowa",80.03,0.1541,0.2111,0.6998,0.2178,0.077
291,19075,"Grundy County, Iowa",81.32,0.0054,0.0115,0.262,0.0315,0.0146
292,19077,"Guthrie County, Iowa",80.07,0.0958,0.0866,0.5578,0.2143,0.0939
293,19079,"Hamilton County, Iowa",80.42,0.1238,0.1098,0.3091,0.4556,0.1235
294,19081,"Hancock County, Iowa",80.81,0.0503,0.0646,0.2031,0.2853,0.0697
295,19083,"Hardin County, Iowa",79.74,0.1124,0.0955,0.1958,0.361,0.2213
296,19085,"Harrison County, Iowa",78.08,0.079,0.127,0.46,0.0293,0.128
297,19087,"Henry County, Iowa",79.55,0.4021,0.2719,0.6351,0.5148,0.4814
298,19089,"Howard County, Iowa",80.32,0.1468,0.2436,0.4499,0.1016,0.1662
299,19091,"Humboldt County, Iowa",80.40,0.1168,0.1528,0.7517,0.2859,0.0271
300,19093,"Ida County, Iowa",79.51,0.0767,0.0796,0.5486,0.0334,0.1394
301,19095,"Iowa County, Iowa",80.81,0.0519,0.0637,0.3142,0.1273,0.0933
302,19097,"Jackson County, Iowa",79.38,0.1671,0.2595,0.5922,0.0455,0.1936
303,19099,"Jasper County, Iowa",79.82,0.2038,0.156,0.3566,0.142,0.5336
