,FIPS,Per_Capita_Income,Poverty,Disability,NoHighSchoolDiploma,LifeExpectancy
1569,29173,23588.0,10.1,14.8,11.6,79.2
1570,29175,18263.0,18.7,17.7,14.6,76.33
1571,29177,23957.0,15.6,15.7,11.7,76.66
1572,29179,18791.0,23.2,26.2,24.8,75.41
1573,29181,16843.0,24.5,23.6,25.3,74.41
1574,29183,32473.0,6.1,9.6,6.3,80.46
1575,29185,18098.0,21.7,22.7,18.1,76.57
1576,29186,23780.0,14.6,17.5,15.5,78.35
1577,29187,19044.0,19.9,19.6,18.8,74.72
1578,29189,35388.0,10.8,11.4,7.4,79.49
1579,29195,19774.0,19.1,17.6,16.1,77.17
1580,29197,18631.0,24.5,15.6,14.6,78.06
1581,29199,20556.0,14.2,14.3,22.9,78.07
1582,29201,20637.0,19.4,18.0,19.5,75.7
1583,29203,18931.0,23.1,19.1,18.0,76.1
1584,29205,20256.0,16.4,17.1,10.4,77.96
1585,29207,23923.0,14.9,20.7,20.3,76.32
1586,29209,21555.0,16.3,18.5,14.5,78.64
1587,29211,19856.0,16.2,17.9,17.4,76.83
1588,29213,19844.0,20.2,16.6,14.5,78.06
1589,29215,18178.0,21.5,22.6,18.2,77.16
1590,29217,20406.0,19.4,19.0,13.8,76.11
1591,29219,25138.0,14.0,14.8,15.4,78.64
1592,29221,17565.0,23.8,26.4,27.0,73.9
1593,29223,18707.0,22.1,28.8,24.3,74.38
1594,29225,20183.0,16.5,13.9,14.0,77.75
1595,29227,23730.0,13.8,14.7,10.8,78.7
1596,29229,16026.0,22.8,19.3,22.1,75.92
1597,29510,23244.0,27.8,14.8,16.8,74.14
1598,30001,25294.0,15.3,12.8,6.4,79.97
1599,30003,16279.0,28.8,11.0,15.5,73.62
1600,30005,17529.0,28.0,16.0,12.2,76.35
1601,30007,27243.0,10.0,13.6,8.6,79.57
1602,30009,27808.0,11.5,14.7,6.4,80.36
1603,30011,28271.0,10.9,11.6,8.2,79.49
1604,30013,25216.0,14.4,15.0,8.800000000000002,78.76
1605,30015,23085.0,21.6,10.5,8.6,79.55
1606,30017,24876.0,12.9,15.0,9.7,77.63
1607,30019,32686.0,6.7,12.6,6.3,79.14
1608,30021,27244.0,14.6,13.6,9.3,78.57
1609,30023,23951.0,19.1,20.9,9.1,77.17
1610,30025,32353.0,6.2,11.1,6.9,78.77
1611,30027,25867.0,10.5,14.3,5.5,78.62
1612,30029,25789.0,13.7,11.2,6.4,79.07
1613,30031,29468.0,13.9,7.8,3.6,81.98
1614,30033,27218.0,8.9,10.8,8.800000000000002,80.29
1615,30035,16710.0,32.7,14.5,15.7,73.58
1616,30037,23356.0,21.1,19.4,10.5,79.67
1617,30039,26868.0,12.8,18.5,11.4,80.35
1618,30041,21119.0,19.0,12.9,7.8,77.14
1619,30043,30721.0,9.0,14.0,5.2,78.88
1620,30045,26274.0,12.8,13.6,6.2,80.86
1621,30047,21927.0,22.6,14.0,9.3,78.34
1622,30049,28651.0,11.2,13.2,5.7,79.18
1623,30051,24908.0,16.5,15.5,19.8,81.23
1624,30053,22464.0,17.1,18.3,11.8,77.55
1625,30055,29428.0,9.1,13.9,6.7,79.44
1626,30057,33124.0,10.1,11.5,5.5,80.87
1627,30059,19561.0,14.1,19.2,9.3,78.48
1628,30061,20363.0,20.2,20.1,9.9,77.84
1629,30063,26559.0,16.0,11.2,5.0,79.65
1630,30065,23309.0,16.6,14.3,9.2,76.61
1631,30067,25818.0,12.7,13.4,4.6,80.04
1632,30069,22567.0,10.9,6.7,3.4,79.24
1633,30071,22450.0,13.8,17.4,8.6,78.73
1634,30073,22868.0,19.2,16.7,11.7,78.88
1635,30075,28849.0,11.0,15.7,6.3,79.64
1636,30077,20650.0,15.2,15.8,10.4,77.54
1637,30079,22028.0,19.2,17.3,12.5,79.19
1638,30081,22516.0,18.8,17.1,8.7,80.14
1639,30083,31840.0,13.4,13.9,8.4,77.62
1640,30085,16720.0,25.7,12.5,16.3,71.2
1641,30087,23118.0,19.5,13.2,12.0,75.63
1642,30089,19145.0,22.9,18.8,12.0,78.34
1643,30091,31642.0,11.4,14.9,9.3,77.49
1644,30093,23698.0,20.8,16.2,8.7,76.9
1645,30095,29298.0,7.3,13.6,7.8,79.87
1646,30097,24437.0,13.3,12.5,6.4,80.83
1647,30099,23871.0,12.6,16.0,8.7,80.19
1648,30101,22837.0,17.5,16.9,12.7,78.48
1649,30103,22419.0,18.1,20.0,10.8,79.7
1650,30105,26331.0,12.6,15.4,8.3,78.98
1651,30107,18935.0,14.1,14.4,18.6,79.63
1652,30109,25112.0,14.2,14.7,16.5,77.46
1653,30111,28918.0,12.5,12.7,7.6,78.94
1654,31001,27001.0,11.8,11.7,9.1,79.59
1655,31003,26312.0,12.6,15.1,8.9,81.22
1656,31005,18709.0,7.1,8.3,6.2,79.9
1657,31007,33226.0,15.0,19.2,7.6,81.42
1658,31009,23684.0,16.3,9.1,1.3,79.78
1659,31011,25985.0,10.7,12.6,7.8,81.06
1660,31013,24865.0,20.3,11.7,8.5,78.71
1661,31015,22783.0,12.1,16.8,7.8,80.0
1662,31017,24287.0,15.7,16.3,11.2,80.4
1663,31019,25154.0,12.3,8.6,7.4,80.29
1664,31021,24841.0,9.3,15.7,9.7,78.84
1665,31023,28525.0,8.9,12.3,10.7,80.02
1666,31025,30413.0,5.8,10.3,5.3,79.18
1667,31027,26702.0,10.8,11.2,6.9,81.35
1668,31029,30881.0,12.1,14.2,10.1,79.38
1669,31031,24942.0,11.4,13.8,9.2,80.12
1670,31033,29728.0,13.5,11.4,6.0,79.28
1671,31035,25664.0,10.1,15.1,12.3,79.07
1672,31037,23688.0,13.6,7.7,28.1,80.58
1673,31039,25363.0,11.8,12.0,11.4,81.2
1674,31041,26105.0,11.5,12.3,7.8,79.27
1675,31043,20735.0,16.7,8.2,26.7,78.39
1676,31045,22654.0,16.9,10.6,5.9,79.71
1677,31047,21046.0,13.9,11.4,23.8,78.96
1678,31049,28163.0,14.3,12.4,8.4,79.99
1679,31051,24173.0,11.0,13.6,13.4,80.18
1680,31053,24754.0,12.0,13.1,12.0,79.2
1681,31055,29123.0,14.7,10.3,10.7,78.64
1682,31057,29111.0,9.3,12.7,6.7,78.76
1683,31059,26873.0,8.4,15.0,7.1,79.03
1684,31061,26349.0,14.5,17.3,8.3,79.2
1685,31063,25361.0,13.1,11.7,5.7,81.12
1686,31065,22554.0,16.9,17.9,10.1,78.44
1687,31067,25166.0,11.4,14.9,10.6,78.97
1688,31069,28149.0,11.7,15.7,5.9,78.43
1689,31071,21939.0,12.0,14.9,5.3,79.46
1690,31073,24856.0,7.6,14.1,4.9,79.86
1691,31075,21471.0,13.4,11.4,4.9,79.71
1692,31077,23902.0,11.7,15.9,7.9,80.43
1693,31079,24075.0,15.7,11.7,17.0,79.02
1694,31081,28982.0,9.1,11.9,5.6,80.41
1695,31083,24417.0,11.8,18.3,9.3,79.94
1696,31085,24590.0,7.0,18.2,11.8,82.14
1697,31087,22958.0,14.6,18.2,6.9,79.17
1698,31089,24624.0,11.6,13.8,8.3,80.49
1699,31091,22940.0,16.4,18.3,5.8,80.35
1700,31093,27363.0,10.0,14.1,8.1,80.24
1701,31095,25291.0,14.0,14.7,10.5,78.98
1702,31097,20624.0,11.7,13.6,12.3,79.37
1703,31099,26991.0,5.9,13.5,8.800000000000002,79.65
1704,31101,26605.0,11.9,14.5,7.7,79.24
1705,31103,28104.0,15.3,17.7,8.0,81.14
1706,31105,25133.0,12.6,14.7,14.6,78.34
1707,31107,26287.0,13.8,14.2,10.2,79.44
1708,31109,27512.0,14.9,9.7,6.6,80.46
1709,31111,26896.0,12.6,14.9,8.5,79.14
1710,31113,24599.0,12.0,13.3,8.1,79.21
1711,31115,25806.0,20.2,13.6,6.2,81.1
1712,31117,25760.0,11.5,17.1,4.3,82.41
1713,31119,25279.0,15.0,10.5,12.0,79.26
1714,31121,25403.0,11.1,13.5,8.7,79.46
1715,31123,23268.0,14.0,14.9,12.7,78.3
1716,31125,25499.0,11.4,15.0,11.7,78.45
1717,31127,26837.0,9.3,13.3,6.5,79.29
1718,31129,23935.0,10.8,15.9,6.5,80.12
1719,31131,25700.0,10.4,12.5,8.4,79.66
1720,31133,25138.0,18.1,13.7,11.9,79.8
1721,31135,29634.0,8.1,11.6,8.2,80.3
1722,31137,27126.0,6.3,12.4,5.8,79.86
1723,31139,25938.0,5.3,11.3,5.8,80.4
1724,31141,25815.0,9.3,10.2,11.0,80.68
1725,31143,29567.0,8.4,12.0,6.9,80.64
1726,31145,23912.0,11.3,15.2,6.5,79.37
1727,31147,24703.0,18.1,15.3,8.0,78.34
1728,31149,28158.0,8.0,12.7,7.6,80.22
1729,31151,21230.0,13.0,13.0,17.1,79.27
1730,31153,30539.0,6.8,8.0,4.8,80.5
1731,31155,29175.0,8.5,11.7,6.9,80.35
1732,31157,24417.0,13.8,14.0,12.6,78.09
1733,31159,27579.0,9.0,10.4,7.7,80.06
1734,31161,22665.0,17.2,13.6,11.2,79.07
1735,31163,24505.0,11.9,16.6,10.7,80.24
1736,31165,27669.0,10.9,11.0,9.0,82.57
1737,31167,28682.0,10.3,12.4,7.0,81.18
1738,31169,27626.0,13.7,15.0,8.6,79.7
1739,31171,28421.0,7.9,11.9,6.4,80.56
1740,31173,18251.0,30.6,14.2,12.9,73.88
1741,31175,24165.0,13.3,16.8,6.9,80.53
1742,31177,30438.0,9.0,11.9,3.8,80.54
1743,31179,25523.0,14.9,8.5,6.8,82.82
1744,31181,22328.0,12.6,17.6,9.8,78.78
1745,31183,27996.0,13.1,14.2,6.2,81.12
1746,31185,28271.0,9.6,13.1,6.5,80.44
1747,32001,23823.0,16.9,18.8,12.3,76.55
1748,32003,26040.0,15.7,11.5,15.8,78.27
1749,32005,34090.0,10.5,15.1,7.0,81.07
1750,32007,29762.0,9.9,11.5,16.8,78.31
1751,32009,20513.0,23.0,16.8,14.6,75.48
1752,32011,31057.0,16.3,8.7,11.3,77.54
1753,32013,26547.0,10.0,10.9,16.5,76.37
1754,32015,29302.0,12.1,10.4,19.1,76.62
1755,32017,23523.0,16.2,14.2,13.0,76.68
1756,32019,22709.0,14.9,17.8,15.7,76.6
1757,32021,23222.0,20.4,27.5,13.7,74.26
1758,32023,23035.0,18.6,24.3,16.5,74.1
1759,32027,18623.0,19.2,20.0,21.4,78.36
1760,32029,37215.0,10.5,19.3,7.2,82.13
1761,32031,28621.0,15.7,11.1,13.2,78.12
1762,32033,25857.0,11.0,17.3,14.9,76.74
1763,32510,25893.0,17.1,15.4,13.2,76.76
1764,33001,31044.0,10.2,12.3,8.800000000000002,79.68
1765,33003,32860.0,9.6,15.5,7.0,80.82
1766,33005,29591.0,11.7,12.5,8.3,80.08
1767,33007,24737.0,13.2,19.8,13.4,78.19
1768,33009,31221.0,11.2,12.7,8.7,80.86
1769,33011,34767.0,8.6,10.7,9.1,80.07
1770,33013,31579.0,9.5,12.7,7.6,79.89
1771,33015,39605.0,5.7,9.8,5.5,80.64
1772,33017,29757.0,11.2,12.7,8.2,79.49
1773,33019,29073.0,9.1,15.0,9.8,79.5
1774,34001,27411.0,15.2,12.8,15.3,77.71
1775,34003,43194.0,7.5,8.4,8.5,82.47
1776,34005,37511.0,5.8,10.8,7.6,79.77
1777,34007,30667.0,13.1,13.1,12.4,78.12
1778,34009,33499.0,11.1,13.8,10.9,78.12
1779,34011,22425.0,18.0,15.4,23.4,76.6
1780,34013,32327.0,17.2,12.0,16.2,78.47
1781,34015,33609.0,8.0,12.1,8.6,78.59
1782,34017,32678.0,17.4,9.4,17.5,80.33
1783,34019,50846.0,4.2,8.6,5.7,82.45
1784,34021,38076.0,11.7,10.0,12.7,79.8
1785,34023,34616.0,8.5,8.6,11.2,81.2
1786,34025,43548.0,7.4,9.4,7.4,80.24
1787,34027,48928.0,4.7,7.7,6.4,82.0
1788,34029,30951.0,11.1,13.2,9.8,79.16
1789,34031,27795.0,16.4,9.2,17.5,79.76
1790,34033,28987.0,13.5,14.6,14.2,76.96
1791,34035,48646.0,5.1,7.6,6.5,81.95
1792,34037,38454.0,5.7,9.6,6.5,79.72
1793,34039,35411.0,11.1,8.9,14.6,80.49
1794,34041,34016.0,7.9,10.7,9.9,80.25
1795,35001,26916.0,18.6,12.7,12.2,78.7
1796,35003,19254.0,24.8,31.9,9.1,80.07
1797,35005,20356.0,21.9,16.6,21.9,76.68
1798,35006,16362.0,29.0,20.8,19.5,76.82
1799,35007,20975.0,18.9,23.7,13.1,78.54
1800,35009,21886.0,19.9,15.7,17.9,77.53
1801,35011,25942.0,21.6,20.8,17.9,77.61
1802,35013,20058.0,27.8,10.7,22.0,79.61
1803,35015,27630.0,13.0,15.6,18.0,76.25
1804,35017,23411.0,19.6,22.3,14.8,78.25
1805,35019,15192.0,15.3,22.1,24.8,76.89
1806,35021,18565.0,17.6,22.8,10.8,80.83
1807,35023,19400.0,22.8,18.5,23.2,78.14
1808,35025,22962.0,16.4,11.8,28.6,76.18
1809,35027,24732.0,16.2,19.8,13.4,79.97
1810,35028,50723.0,5.5,9.8,2.8,83.49
1811,35029,15549.0,30.2,18.1,30.5,77.22
1812,35031,12800.0,36.6,13.7,27.2,74.86
1813,35033,18950.0,21.9,29.0,19.8,78.75
1814,35035,19803.0,22.0,17.9,15.5,78.0
1815,35037,16719.0,20.1,26.4,18.6,76.02
1816,35039,19483.0,22.5,18.5,20.8,75.35
1817,35041,17668.0,27.8,15.0,19.4,77.91
1818,35043,26916.0,14.7,12.0,9.1,79.5
1819,35045,21992.0,21.5,12.3,17.6,77.31
1820,35047,18355.0,29.4,24.3,17.7,76.67
1821,35049,32454.0,16.7,12.9,12.4,81.07
1822,35051,18589.0,17.7,26.4,15.3,74.9
1823,35053,17969.0,25.1,26.9,22.2,76.52
1824,35055,22107.0,23.7,18.8,13.4,79.98
1825,35057,18278.0,29.2,17.4,17.2,76.82
1826,35059,20511.0,13.5,18.5,19.7,77.62
1827,35061,19646.0,24.8,18.5,19.4,76.82
1828,36001,32624.0,13.6,11.2,7.5,80.07
1829,36003,20881.0,17.0,14.8,11.9,79.05
1830,36005,18269.0,30.5,13.5,29.8,78.7
1831,36007,24820.0,17.8,14.0,10.5,79.38
1832,36009,22486.0,17.7,14.8,11.8,78.32
1833,36011,25070.0,12.4,13.6,12.9,80.06
1834,36013,22483.0,19.4,14.9,12.0,78.97
1835,36015,25967.0,16.0,14.2,10.6,78.74
1836,36017,22339.0,16.4,17.2,13.6,78.64
1837,36019,25279.0,15.2,14.4,14.7,79.18
1838,36021,32665.0,10.4,15.4,12.1,79.49
1839,36023,23581.0,13.5,12.3,9.9,79.0
1840,36025,23911.0,13.5,15.3,12.5,79.54
1841,36027,33962.0,8.800000000000002,12.8,10.4,80.49
1842,36029,28512.0,14.7,13.0,9.8,78.51
1843,36031,26755.0,11.4,15.8,12.0,80.11
1844,36033,22322.0,19.7,13.9,15.2,79.17
1845,36035,24265.0,16.2,16.3,14.2,78.88
1846,36037,25721.0,12.6,13.0,9.2,79.2
1847,36039,25770.0,13.9,14.9,13.1,78.61
1848,36041,29974.0,9.5,14.1,10.1,79.3
1849,36043,23607.0,15.9,14.0,11.1,79.51
1850,36045,23681.0,15.0,13.3,11.2,79.23
1851,36047,25932.0,23.4,9.7,21.1,80.47
1852,36049,23723.0,13.3,13.6,11.9,80.12
1853,36051,23981.0,14.7,11.8,11.1,80.47
1854,36053,25786.0,11.2,10.9,9.6,80.0
1855,36055,29170.0,15.4,12.2,10.1,79.97
1856,36057,23809.0,19.1,15.4,17.1,78.77
1857,36059,42949.0,6.3,8.5,9.7,82.21
1858,36061,63610.0,17.7,9.8,13.7,81.86
1859,36063,26710.0,13.6,13.2,9.7,78.44
1860,36065,25633.0,16.5,15.2,12.5,79.15
1861,36067,29156.0,15.2,11.7,9.9,79.68
1862,36069,30346.0,10.4,11.8,8.5,79.89
1863,36071,30561.0,12.6,11.6,11.9,79.8
1864,36073,22350.0,15.5,16.0,14.2,78.67
1865,36075,23472.0,18.5,13.7,13.8,78.3
1866,36077,24263.0,16.4,12.5,10.6,80.14
1867,36079,40967.0,5.6,10.3,7.8,81.83
1868,36081,26580.0,15.3,9.5,19.6,81.82
1869,36083,30285.0,13.0,12.2,9.3,78.78
1870,36085,32091.0,12.3,9.7,11.8,80.0
1871,36087,34833.0,14.1,8.7,12.7,82.54
1872,36089,22908.0,19.7,14.8,12.9,78.74
1873,36091,35860.0,6.8,11.0,6.2,81.36
1874,36093,28609.0,12.8,12.8,9.7,79.51
1875,36095,26097.0,12.9,16.1,11.9,80.29
1876,36097,24529.0,13.4,13.7,11.3,79.18
1877,36099,23823.0,13.0,15.1,14.6,79.2
1878,36101,25696.0,15.9,15.6,11.2,78.61
1879,36103,37427.0,6.8,9.1,10.2,80.61
1880,36105,25336.0,18.0,15.4,15.2,78.03
1881,36107,28803.0,9.5,13.0,9.7,80.02
1882,36109,27829.0,20.6,9.8,6.4,81.21
1883,36111,30868.0,12.3,14.1,10.9,80.13
1884,36113,30662.0,11.9,13.4,9.3,80.01
1885,36115,23877.0,13.0,14.0,12.1,79.13
1886,36117,25643.0,11.9,13.7,10.7,79.28
1887,36119,48487.0,9.6,8.9,12.4,82.29
1888,36121,23708.0,10.2,12.3,13.2,79.31
1889,36123,25436.0,15.4,12.5,13.7,79.54
1890,37001,23324.0,18.8,14.4,17.4,77.66
1891,37003,20112.0,16.8,16.5,19.3,77.48
1892,37005,19452.0,21.2,20.4,20.4,77.86
1893,37007,17091.0,24.1,19.2,21.7,75.05
1894,37009,21149.0,20.5,16.1,19.3,77.71
1895,37011,21541.0,18.2,18.4,19.1,77.58
1896,37013,21789.0,19.9,19.1,18.6,76.37
1897,37015,16557.0,25.5,20.7,25.1,75.52
1898,37017,19059.0,27.9,22.5,22.6,74.56
1899,37019,27260.0,16.3,16.6,13.6,78.3
1900,37021,26930.0,16.5,13.9,10.0,78.8
1901,37023,20346.0,20.7,19.7,22.5,76.57
1902,37025,25544.0,13.1,10.0,12.6,78.11
1903,37027,19397.0,20.5,18.4,24.1,75.93
1904,37029,26388.0,6.7,13.9,13.4,78.96
1905,37031,27975.0,15.2,18.0,11.4,78.0
1906,37033,19057.0,21.7,20.8,24.2,76.16
1907,37035,23355.0,15.3,13.2,17.3,76.77
1908,37037,32369.0,14.4,12.5,13.8,80.8
1909,37039,18556.0,19.4,19.5,17.6,76.72
1910,37041,21179.0,27.4,14.3,17.1,77.28
1911,37043,21935.0,23.6,15.8,12.1,78.43
1912,37045,20512.0,20.1,16.7,17.7,74.81
1913,37047,19289.0,24.3,20.2,20.4,73.81
1914,37049,24582.0,16.2,17.2,13.1,77.61
1915,37051,23204.0,17.4,14.2,10.6,76.26
1916,37053,26703.0,10.3,11.6,15.3,77.15
1917,37055,30958.0,9.1,14.1,8.6,79.27
1918,37057,22465.0,16.1,16.3,18.9,76.57
1919,37059,26739.0,14.4,12.9,14.6,78.65
1920,37061,17677.0,26.9,16.4,28.6,77.14
1921,37063,29801.0,18.1,10.2,12.6,79.07
1922,37065,17652.0,25.3,17.3,22.4,75.06
1923,37067,26670.0,19.1,10.6,13.2,78.06
1924,37069,21836.0,15.4,14.4,18.3,77.34
1925,37071,22654.0,18.1,16.6,18.2,75.39
1926,37073,22207.0,16.0,16.8,17.4,77.01
1927,37075,20525.0,21.4,13.0,20.2,76.32
1928,37077,22756.0,15.8,19.0,18.0,77.18
1929,37079,18477.0,24.9,19.1,23.8,76.91
1930,37081,26322.0,17.9,10.6,11.8,78.47
1931,37083,18728.0,25.8,22.7,23.5,74.77
1932,37085,20274.0,18.2,13.6,15.3,76.53
1933,37087,24870.0,15.8,15.4,13.5,78.11
1934,37089,25617.0,14.8,15.9,11.6,79.17
1935,37091,17289.0,26.3,22.4,23.4,75.58
1936,37093,19036.0,22.2,14.6,15.7,76.02
1937,37095,19796.0,21.1,16.1,20.5,77.25
1938,37097,27125.0,13.4,12.4,13.1,77.33
1939,37099,21033.0,22.3,13.5,13.6,78.46
1940,37101,22589.0,16.4,13.2,16.1,77.82
1941,37103,20634.0,18.8,24.1,16.2,76.53
1942,37105,21556.0,18.7,13.8,18.5,76.91
1943,37107,19330.0,23.7,21.6,19.2,75.06
1944,37109,25693.0,15.6,15.0,17.1,77.24
1945,37111,18730.0,20.2,23.0,18.8,77.13
1946,37113,24120.0,20.7,17.8,14.3,78.35
1947,37115,20791.0,18.2,16.4,19.7,77.89
1948,37117,19313.0,22.5,19.3,18.7,74.22
1949,37119,32817.0,15.5,8.800000000000002,11.0,79.57
1950,37121,21388.0,19.6,22.2,18.8,76.8
1951,37123,19193.0,26.2,16.1,25.5,77.33
1952,37125,29570.0,16.3,14.6,10.0,79.67
1953,37127,23056.0,17.8,15.4,16.0,76.17
1954,37129,29742.0,18.1,12.7,8.800000000000002,79.31
1955,37131,18546.0,26.2,23.6,25.5,76.11
1956,37133,21583.0,14.7,14.1,9.7,77.59
1957,37135,35406.0,16.8,8.6,8.1,80.78
1958,37137,24854.0,13.3,19.3,13.3,78.26
1959,37139,22466.0,19.5,15.6,16.0,77.02
1960,37141,23383.0,18.0,17.1,14.1,78.11
1961,37143,23260.0,18.8,19.2,16.1,77.92
1962,37145,21191.0,19.9,17.7,17.1,76.61
1963,37147,23439.0,24.0,11.7,13.1,77.45
1964,37149,26686.0,13.4,15.9,11.6,78.94
1965,37151,20892.0,18.0,13.5,20.9,77.1
1966,37153,17982.0,23.8,20.2,19.4,74.14
1967,37155,15460.0,32.0,17.3,27.1,73.73
1968,37157,21138.0,18.8,17.8,20.8,75.85
1969,37159,21149.0,19.1,16.1,18.1,75.92
1970,37161,19686.0,21.0,20.9,18.6,75.58
1971,37163,19463.0,24.7,18.8,25.8,75.74
1972,37165,15787.0,31.2,20.7,22.2,74.55
1973,37167,20880.0,16.6,16.7,18.4,76.81
1974,37169,21406.0,17.1,15.1,19.5,77.26
1975,37171,20164.0,19.8,17.5,24.0,76.73
1976,37173,19312.0,27.7,14.5,18.3,74.01
1977,37175,24551.0,13.8,17.4,11.2,80.33
1978,37177,16217.0,23.0,17.0,29.4,77.51
1979,37179,28765.0,9.6,8.9,11.3,79.02
1980,37181,18815.0,25.5,23.8,22.5,74.8
1981,37183,33727.0,11.3,7.6,8.1,80.89
1982,37185,19022.0,24.8,27.1,22.7,77.34
1983,37187,18794.0,24.2,23.7,22.2,76.87
1984,37189,21801.0,32.1,10.1,11.7,80.7
1985,37191,21818.0,22.5,16.1,17.8,76.54
1986,37193,18441.0,24.3,18.6,25.7,77.2
1987,37195,21426.0,24.0,15.9,20.9,76.42
1988,37197,22338.0,19.4,16.2,21.7,77.23
1989,37199,21330.0,21.5,19.6,16.7,78.08
1990,38001,33132.0,9.2,13.5,4.9,79.33
1991,38003,32698.0,7.4,11.2,10.3,79.88
1992,38005,19443.0,35.5,8.6,17.2,74.36
1993,38007,42832.0,10.1,4.9,9.3,84.04
1994,38009,31638.0,10.4,12.4,11.3,79.85
1995,38011,34290.0,7.9,10.9,11.3,78.58
1996,38013,33174.0,13.6,11.0,12.4,79.25
1997,38015,33644.0,7.9,10.4,6.3,81.23
1998,38017,31415.0,12.7,8.9,5.2,80.97
1999,38019,36141.0,4.4,12.4,11.2,80.72
2000,38021,27056.0,8.6,11.0,12.9,80.18
2001,38023,41003.0,7.3,16.2,9.8,80.82
2002,38025,38216.0,11.5,12.9,8.7,79.59
2003,38027,29059.0,15.7,11.3,13.4,77.22
2004,38029,28042.0,13.5,15.8,16.8,80.09
2005,38031,30060.0,11.5,10.5,11.9,79.42
2006,38033,28359.0,7.9,14.1,8.7,81.26
2007,38035,27772.0,18.1,9.5,7.4,79.92
2008,38037,31092.0,14.1,12.8,12.4,80.23
2009,38039,29528.0,6.6,13.7,13.0,79.77
2010,38041,28719.0,8.9,12.9,12.6,80.53
2011,38043,32233.0,8.7,11.7,13.9,81.18
2012,38045,33368.0,8.9,12.6,12.4,81.53
2013,38047,30798.0,9.1,14.8,19.4,80.68
2014,38049,29987.0,13.5,12.9,11.8,80.28
2015,38051,27384.0,13.3,15.9,23.6,80.62
2016,38053,34688.0,14.6,11.2,9.8,78.29
2017,38055,31187.0,11.6,9.9,9.9,79.37
2018,38057,31584.0,8.3,11.6,10.3,79.92
2019,38059,30293.0,8.7,11.2,9.1,79.58
2020,38061,33839.0,12.0,8.2,9.6,76.72
2021,38063,30411.0,8.6,11.3,9.7,77.58
2022,38065,31194.0,7.7,11.2,15.5,82.19
2023,38067,29093.0,7.0,13.6,11.3,80.56
2024,38069,24729.0,11.6,11.4,16.7,79.48
2025,38071,28670.0,12.5,13.3,10.6,78.38
2026,38073,28896.0,8.4,14.0,10.3,78.53
2027,38075,31781.0,8.6,11.7,7.6,79.98
2028,38077,28499.0,11.2,9.7,8.1,81.41
2029,38079,15825.0,37.0,12.9,18.5,73.02
2030,38081,32086.0,6.5,10.8,9.8,81.11
2031,38083,33010.0,10.6,16.5,13.2,82.44
2032,38085,16287.0,36.4,10.8,14.9,68.59
2033,38087,33389.0,7.4,11.5,13.4,82.36
2034,38089,33396.0,7.6,10.0,10.1,80.68
2035,38091,33619.0,6.6,12.2,7.6,81.17
2036,38093,29361.0,11.3,14.6,12.7,79.46
2037,38095,34103.0,11.6,9.6,7.8,79.52
2038,38097,29736.0,10.1,9.2,9.6,80.6
2039,38099,29322.0,10.8,16.8,14.3,79.14
2040,38101,29564.0,9.3,10.2,6.7,79.71
2041,38103,29980.0,7.7,14.1,15.9,80.21
2042,38105,41984.0,8.2,8.800000000000002,9.6,78.56
2043,39001,17695.0,25.3,20.2,23.0,75.15
2044,39003,22585.0,18.4,14.9,11.7,77.95
2045,39005,22441.0,15.4,13.6,12.8,78.78
2046,39007,20284.0,19.0,15.0,14.4,76.64
2047,39009,17069.0,31.6,14.1,10.6,76.9
2048,39011,25033.0,9.2,11.8,8.1,79.16
2049,39013,23285.0,14.5,16.7,10.7,77.54
2050,39015,22088.0,14.6,17.0,17.3,75.97
2051,39017,27394.0,13.8,11.3,10.4,77.88
2052,39019,22359.0,15.9,13.8,13.4,78.28
2053,39021,23573.0,12.6,14.4,11.9,77.39
2054,39023,22941.0,19.0,16.2,13.6,76.34
2055,39025,28708.0,10.5,12.5,11.3,78.18
2056,39027,22828.0,16.9,13.7,12.5,76.81
2057,39029,22573.0,16.2,16.5,12.8,77.63
2058,39031,20799.0,18.1,14.2,15.9,77.5
2059,39033,21938.0,16.3,15.7,12.6,77.2
2060,39035,27892.0,18.5,14.3,12.2,77.87
2061,39037,22582.0,13.9,13.4,12.7,78.69
2062,39039,23539.0,13.5,13.2,10.9,78.68
2063,39041,41357.0,4.9,7.3,3.7,81.43
2064,39043,26909.0,12.7,14.5,10.1,77.96
2065,39045,28099.0,10.9,13.0,8.4,78.95
2066,39047,21033.0,18.2,16.4,16.0,75.34
2067,39049,28807.0,18.0,11.6,10.2,77.6
2068,39051,26070.0,12.0,12.1,10.9,79.01
2069,39053,21049.0,19.9,19.0,20.7,75.55
2070,39055,35407.0,7.9,9.7,9.0,81.64
2071,39057,30629.0,14.3,12.0,7.6,79.58
2072,39059,21559.0,18.7,16.8,14.8,76.8
2073,39061,30062.0,18.4,12.4,10.8,77.24
2074,39063,26612.0,14.8,11.4,8.2,79.46
2075,39065,20011.0,18.9,14.6,13.0,76.89
2076,39067,22180.0,17.9,15.2,13.2,76.35
2077,39069,24604.0,12.7,13.1,9.7,79.47
2078,39071,19587.0,20.3,17.9,17.8,76.12
2079,39073,21253.0,16.8,16.3,13.1,76.71
2080,39075,17716.0,14.4,8.6,44.2,79.37
2081,39077,22666.0,13.9,13.6,12.0,77.67
2082,39079,20250.0,23.6,20.4,17.3,74.58
2083,39081,22591.0,17.5,17.8,10.5,75.79
