,FIPS,Per_Capita_Income,Poverty,Disability,NoHighSchoolDiploma,LifeExpectancy
521,13273,16592.0,33.1,17.8,31.6,73.99
522,13275,19636.0,26.3,16.5,19.4,75.52
523,13277,19560.0,27.7,15.5,21.5,75.36
524,13279,18663.0,25.9,14.2,20.0,74.15
525,13281,20620.0,16.9,18.8,11.3,78.24
526,13283,20643.0,22.1,19.7,23.1,75.09
527,13285,21386.0,21.9,17.0,16.5,75.14
528,13287,17215.0,24.8,19.9,26.1,74.14
529,13289,17629.0,29.7,18.4,31.2,74.66
530,13291,21345.0,17.3,21.4,14.2,78.44
531,13293,17728.0,22.5,19.3,23.5,73.71
532,13295,20466.0,17.4,20.0,20.4,74.85
533,13297,22987.0,14.7,12.2,15.7,76.6
534,13299,18341.0,26.2,19.2,18.6,74.22
535,13301,17344.0,30.4,19.1,29.6,74.26
536,13303,17330.0,27.2,14.5,23.9,75.1
537,13305,18139.0,22.2,18.9,18.5,74.93
538,13307,17740.0,24.6,22.3,22.8,77.87
539,13309,8200.0,23.6,14.8,26.9,76.49
540,13311,22016.0,19.0,15.5,14.1,78.14
541,13313,20124.0,20.1,12.1,31.5,77.06
542,13315,12919.0,26.1,19.1,23.9,75.03
543,13317,17753.0,29.5,18.6,22.2,74.85
544,13319,18048.0,19.9,15.8,19.6,74.74
545,13321,19048.0,20.5,15.5,25.8,76.49
546,15001,24395.0,19.2,13.3,9.0,80.15
547,15003,30735.0,9.8,10.6,9.3,81.37
548,15005,43771.0,17.6,12.3,17.9,80.99
549,15007,27079.0,11.7,11.9,9.0,81.07
550,15009,29499.0,11.4,10.6,9.4,80.99
551,16001,28318.0,12.8,9.7,6.2,80.75
552,16003,21275.0,14.6,19.9,7.8,80.6
553,16005,21891.0,16.1,14.0,8.4,77.86
554,16007,21867.0,13.2,13.7,7.3,78.65
555,16009,21131.0,15.6,18.7,14.0,76.77
556,16011,19647.0,13.9,13.0,15.6,78.65
557,16013,34517.0,10.8,6.4,9.8,82.99
558,16015,25562.0,15.9,16.1,8.9,81.05
559,16017,24333.0,15.6,15.3,8.4,79.37
560,16019,23160.0,12.7,12.7,9.0,79.0
561,16021,20049.0,16.3,18.6,12.0,78.19
562,16023,21444.0,15.6,19.9,10.0,78.74
563,16025,22073.0,17.9,18.8,16.3,80.89
564,16027,17954.0,20.4,13.8,17.1,79.05
565,16029,24279.0,9.1,13.9,11.2,78.79
566,16031,17942.0,14.6,12.4,21.2,78.78
567,16033,15734.0,27.8,19.3,22.0,78.28
568,16035,20154.0,13.3,25.7,14.3,78.63
569,16037,22537.0,20.3,17.2,10.1,80.4
570,16039,21016.0,17.0,13.8,14.9,78.46
571,16041,17694.0,13.5,13.2,9.3,80.28
572,16043,19348.0,12.0,13.0,11.5,80.08
573,16045,20623.0,18.1,16.6,13.5,78.47
574,16047,18965.0,21.8,14.7,23.0,78.13
575,16049,19527.0,15.9,20.4,10.2,79.57
576,16051,19515.0,13.2,12.2,10.3,80.18
577,16053,17474.0,17.5,12.6,29.4,78.26
578,16055,25190.0,13.0,13.4,7.9,79.51
579,16057,22575.0,21.1,11.1,4.2,81.01
580,16059,24178.0,21.5,17.3,7.8,79.39
581,16061,21542.0,17.0,20.4,11.5,78.63
582,16063,16328.0,16.0,13.5,23.1,78.4
583,16065,15406.0,35.70000000000001,6.0,4.9,81.09
584,16067,20238.0,15.6,13.1,24.1,78.61
585,16069,24570.0,11.7,17.2,9.5,78.23
586,16071,21286.0,15.3,15.0,5.9,80.21
587,16073,16733.0,27.4,15.2,25.7,78.7
588,16075,20332.0,18.5,14.2,14.6,78.51
589,16077,18184.0,13.4,15.1,20.1,78.37
590,16079,20803.0,17.8,19.6,15.2,75.9
591,16081,23409.0,11.4,11.6,11.7,82.11
592,16083,21167.0,15.9,12.5,15.2,78.04
593,16085,23880.0,12.0,15.6,7.1,81.84
594,16087,19342.0,15.5,20.2,17.8,78.71
595,17001,24247.0,14.4,13.6,9.8,78.7
596,17003,14052.0,36.8,23.5,25.9,74.15
597,17005,23232.0,15.9,14.9,13.7,78.87
598,17007,25950.0,11.9,9.0,13.6,79.75
599,17009,20518.0,10.0,10.6,18.4,79.09
600,17011,26587.0,12.0,12.8,9.8,79.49
601,17013,26446.0,11.9,15.8,10.5,78.93
602,17015,26918.0,13.1,15.6,10.5,79.06
603,17017,23423.0,13.4,13.2,15.0,77.23
604,17019,26087.0,22.7,8.6,6.4,80.25
605,17021,24016.0,14.8,14.2,11.8,77.92
606,17023,25061.0,13.3,14.5,10.3,77.36
607,17025,22160.0,13.9,17.2,12.7,77.51
608,17027,28255.0,9.3,11.5,10.9,79.62
609,17029,22464.0,22.9,13.3,10.5,78.42
610,17031,30468.0,17.2,10.3,15.2,78.67
611,17033,25613.0,13.7,15.7,11.0,77.78
612,17035,22631.0,14.8,18.2,12.3,78.8
613,17037,23903.0,18.8,8.5,8.3,79.89
614,17039,27575.0,12.7,13.0,7.2,78.05
615,17041,24330.0,11.2,10.3,16.3,78.85
616,17043,38931.0,7.1,7.9,7.7,81.87
617,17045,25018.0,17.7,14.3,13.1,77.33
618,17047,21896.0,12.5,15.7,12.5,77.46
619,17049,26774.0,10.5,11.8,8.7,79.01
620,17051,21845.0,16.4,16.7,16.0,78.76
621,17053,25495.0,11.8,15.2,11.4,77.37
622,17055,20591.0,19.5,20.1,13.6,75.28
623,17057,22478.0,14.9,14.7,12.5,77.84
624,17059,22890.0,16.7,20.2,18.1,75.16
625,17061,22483.0,15.4,15.7,12.9,77.58
626,17063,29439.0,9.3,10.5,8.0,78.53
627,17065,23160.0,16.6,16.5,13.2,77.7
628,17067,24418.0,12.1,14.3,9.1,79.81
629,17069,21901.0,25.4,30.2,18.2,75.21
630,17071,27132.0,10.9,16.2,10.5,78.65
631,17073,26845.0,10.8,11.7,10.9,79.4
632,17075,25234.0,15.3,13.0,11.9,77.56
633,17077,20729.0,32.3,12.3,9.4,78.35
634,17079,25063.0,6.6,13.9,9.2,79.11
635,17081,22849.0,17.2,16.6,13.9,77.21
636,17083,26154.0,7.3,10.7,9.2,78.17
637,17085,29477.0,9.0,12.0,8.3,80.86
638,17087,19684.0,15.1,18.6,16.3,78.09
639,17089,30645.0,11.5,7.9,17.0,80.92
640,17091,24117.0,15.9,16.1,13.2,77.03
641,17093,31110.0,5.8,7.1,7.1,81.17
642,17095,22273.0,17.7,15.0,13.1,77.75
643,17097,38459.0,9.4,7.9,10.8,81.04
644,17099,25668.0,12.9,12.5,11.4,77.9
645,17101,14208.0,13.0,18.4,22.6,76.09
646,17103,24943.0,10.8,11.7,11.9,78.23
647,17105,25831.0,10.9,13.3,13.4,77.98
648,17107,21986.0,12.9,14.9,13.4,78.52
649,17109,20592.0,24.2,11.1,8.0,79.6
650,17111,33118.0,7.6,7.9,7.8,80.15
651,17113,30728.0,14.7,9.2,5.3,80.09
652,17115,26259.0,18.1,13.9,11.3,77.7
653,17117,25402.0,12.5,15.3,11.1,78.02
654,17119,28093.0,13.9,12.0,8.6,77.16
655,17121,22398.0,18.3,18.4,13.1,76.66
656,17123,26399.0,11.5,13.3,8.7,78.04
657,17125,23937.0,16.7,16.4,13.5,77.27
658,17127,23190.0,19.0,19.9,17.2,75.88
659,17129,29391.0,9.7,11.8,7.6,78.66
660,17131,26739.0,10.9,12.8,9.6,79.51
661,17133,33059.0,5.4,9.9,6.5,80.48
662,17135,20067.0,14.6,14.1,14.7,77.84
663,17137,24822.0,14.4,14.6,10.6,78.36
664,17139,23801.0,14.4,11.8,15.4,78.19
665,17141,27337.0,11.1,10.7,11.0,79.64
666,17143,28414.0,17.0,11.1,9.9,78.22
667,17145,19999.0,17.1,16.5,15.0,77.53
668,17147,31750.0,6.7,10.2,6.5,79.4
669,17149,20925.0,15.3,15.4,12.6,78.53
670,17151,21431.0,16.5,21.1,13.6,77.98
671,17153,19575.0,18.5,23.4,18.9,74.72
672,17155,28158.0,10.5,11.0,10.5,79.78
673,17157,22771.0,12.3,15.3,16.3,77.68
674,17159,23996.0,15.0,17.4,10.3,78.09
675,17161,26257.0,14.5,12.9,12.2,78.76
676,17163,26459.0,17.8,12.9,10.3,76.67
677,17165,21295.0,21.3,20.9,14.6,74.9
678,17167,30594.0,14.9,13.7,7.5,78.33
679,17169,23852.0,17.1,15.4,12.6,78.82
680,17171,24395.0,13.9,12.8,11.0,78.78
681,17173,23279.0,11.5,14.7,9.7,79.85
682,17175,27104.0,9.9,16.6,12.3,78.31
683,17177,23686.0,15.5,14.6,10.0,79.68
684,17179,28953.0,9.3,11.1,7.5,78.69
685,17181,22430.0,18.0,17.5,15.5,76.4
686,17183,21924.0,19.1,15.0,13.7,76.19
687,17185,24493.0,13.3,17.4,10.1,78.37
688,17187,22923.0,15.6,11.8,11.5,78.39
689,17189,27996.0,12.3,13.6,9.1,79.07
690,17191,23897.0,15.3,16.1,13.7,77.79
691,17193,26388.0,14.4,18.5,13.4,76.88
692,17195,24815.0,11.9,14.6,12.3,78.92
693,17197,30791.0,8.2,8.3,9.5,79.94
694,17199,24096.0,15.2,15.3,11.2,76.94
695,17201,24802.0,17.5,13.1,13.4,77.95
696,17203,30300.0,8.1,9.3,6.5,80.3
697,18001,21161.0,18.4,11.6,16.2,79.72
698,18003,25485.0,15.5,11.4,10.7,78.31
699,18005,27623.0,12.8,12.3,10.3,77.8
700,18007,22591.0,13.4,17.8,11.3,78.41
701,18009,20754.0,16.0,20.9,13.5,76.81
702,18011,38024.0,6.9,8.6,6.3,78.87
703,18013,27664.0,14.0,11.6,12.3,79.4
704,18015,25040.0,10.1,14.1,12.5,79.8
705,18017,21609.0,17.0,13.9,17.8,77.62
706,18019,25057.0,11.6,14.7,13.0,76.3
707,18021,21520.0,15.7,17.3,13.2,76.66
708,18023,22205.0,13.0,13.8,14.3,77.88
709,18025,19002.0,17.8,20.3,17.7,76.1
710,18027,21532.0,12.8,13.1,22.4,77.17
711,18029,27746.0,9.3,11.9,10.4,78.37
712,18031,22609.0,13.8,13.2,11.2,78.07
713,18033,23768.0,13.3,16.7,11.2,77.83
714,18035,21360.0,22.6,16.8,12.0,76.98
715,18037,25841.0,8.800000000000002,9.8,13.4,78.93
716,18039,21403.0,16.2,13.1,19.2,78.78
717,18041,19633.0,20.6,20.2,19.9,75.84
718,18043,27449.0,12.8,13.5,11.6,77.17
719,18045,23153.0,12.1,16.6,13.2,77.25
720,18047,23741.0,13.4,13.3,14.2,78.95
721,18049,21523.0,16.7,15.9,15.1,76.9
722,18051,24256.0,11.1,13.9,10.0,78.06
723,18053,20442.0,19.5,17.7,14.5,76.47
724,18055,22491.0,13.8,17.9,15.5,76.76
725,18057,40012.0,4.8,7.1,3.8,81.78
726,18059,28722.0,7.6,12.4,6.4,78.99
727,18061,24469.0,12.4,16.2,11.5,78.08
728,18063,30018.0,5.8,9.6,6.4,79.97
729,18065,20165.0,17.2,16.6,13.7,76.93
730,18067,23897.0,17.5,17.0,11.3,77.2
731,18069,22875.0,11.6,14.0,11.1,78.18
732,18071,22556.0,14.1,12.3,12.9,76.41
733,18073,24501.0,8.3,13.4,12.1,78.01
734,18075,19812.0,15.5,16.2,15.8,77.25
735,18077,22218.0,15.3,15.5,15.0,76.18
736,18079,20812.0,16.5,15.2,15.2,75.53
737,18081,28500.0,10.9,9.9,8.3,78.57
738,18083,21801.0,14.9,13.8,12.7,76.17
739,18085,25531.0,12.4,12.0,14.9,78.52
740,18087,19863.0,15.3,10.4,36.9,79.74
741,18089,24294.0,18.2,13.7,13.0,76.57
742,18091,23074.0,17.7,13.8,13.2,76.93
743,18093,23046.0,14.0,16.6,15.0,76.44
744,18095,22049.0,17.6,17.9,12.9,76.76
745,18097,24145.0,21.0,13.4,15.1,76.2
746,18099,22580.0,13.3,12.9,14.9,79.06
747,18101,23038.0,13.9,13.0,18.0,77.33
748,18103,21209.0,16.7,17.0,15.6,77.83
749,18105,23837.0,24.9,10.5,7.8,80.21
750,18107,22392.0,15.1,14.4,11.4,77.94
751,18109,25245.0,11.9,14.7,11.9,77.38
752,18111,24389.0,11.9,15.6,14.2,77.2
753,18113,22821.0,12.8,13.1,16.0,77.73
754,18115,23906.0,8.5,11.4,14.2,78.27
755,18117,19023.0,18.4,16.8,18.0,76.68
756,18119,21636.0,14.8,16.5,16.9,76.29
757,18121,22131.0,15.1,14.8,15.3,78.02
758,18123,21050.0,12.7,14.5,15.5,77.72
759,18125,22974.0,11.7,17.1,12.7,77.64
760,18127,29043.0,11.4,10.9,8.4,78.72
761,18129,29426.0,11.3,11.5,7.3,78.93
762,18131,21725.0,14.2,16.9,15.2,77.21
763,18133,21541.0,9.5,14.9,12.6,78.36
764,18135,22386.0,16.8,16.4,15.2,77.81
765,18137,23206.0,8.4,13.6,12.9,77.86
766,18139,23872.0,15.7,15.3,14.2,77.65
767,18141,24039.0,17.6,13.3,11.6,77.98
768,18143,21575.0,19.7,18.6,19.4,73.42
769,18145,24200.0,12.2,12.5,13.5,77.75
770,18147,24346.0,11.8,13.6,12.6,78.99
771,18149,20292.0,18.2,17.4,17.5,74.66
772,18151,24345.0,11.3,13.6,11.0,78.85
773,18153,20193.0,18.3,18.4,14.4,75.8
774,18155,19255.0,20.2,13.8,17.6,76.5
775,18157,23337.0,22.2,9.7,9.2,79.14
776,18159,26350.0,9.4,16.9,12.1,78.7
777,18161,21805.0,10.7,14.0,12.6,77.7
778,18163,24426.0,16.2,13.8,10.4,77.18
779,18165,23475.0,12.7,16.7,11.3,75.83
780,18167,21766.0,19.8,16.3,13.1,76.45
781,18169,21943.0,14.9,15.5,12.0,77.87
782,18171,28574.0,6.9,16.9,13.7,78.58
783,18173,30197.0,9.2,10.7,7.0,79.27
784,18175,20317.0,15.2,17.0,19.1,75.89
785,18177,21130.0,21.1,17.5,15.8,76.54
786,18179,24126.0,11.3,12.5,10.4,79.52
787,18181,24116.0,11.1,15.1,11.2,78.25
788,18183,26120.0,8.9,15.0,8.9,79.02
789,19001,25657.0,8.6,14.3,8.2,79.44
790,19003,25169.0,11.0,15.6,9.5,78.96
791,19005,25622.0,11.6,11.7,11.7,79.9
792,19007,22744.0,14.1,15.3,12.4,78.33
793,19009,30714.0,9.4,11.5,8.9,80.54
794,19011,28177.0,8.7,12.0,7.9,81.15
795,19013,24771.0,16.6,11.9,10.3,79.42
796,19015,27160.0,10.7,12.2,6.1,78.98
797,19017,29632.0,7.9,9.2,5.7,82.14
798,19019,28193.0,9.0,10.7,8.3,79.24
799,19021,23707.0,12.1,8.9,21.1,80.88
800,19023,26327.0,9.2,9.7,8.5,80.23
801,19025,26486.0,14.7,14.3,9.5,79.85
802,19027,26479.0,9.6,11.0,8.4,80.36
803,19029,25555.0,13.4,16.2,7.5,78.84
804,19031,27566.0,8.0,10.9,7.9,81.38
805,19033,27605.0,13.8,12.7,7.0,79.23
806,19035,28150.0,9.5,12.0,8.5,80.13
807,19037,25137.0,9.8,13.1,10.7,80.71
808,19039,23743.0,17.8,15.1,12.3,78.57
809,19041,29138.0,10.7,13.5,6.4,80.29
810,19043,25853.0,11.6,11.8,8.2,80.5
811,19045,26751.0,14.2,12.7,9.4,78.7
812,19047,23066.0,18.3,12.2,21.9,80.33
813,19049,36677.0,7.0,7.6,5.6,81.49
814,19051,23046.0,22.4,12.2,13.7,79.84
815,19053,19321.0,18.8,17.1,13.7,78.29
816,19055,26776.0,8.5,11.9,10.0,81.1
817,19057,23724.0,15.5,14.3,9.3,79.15
818,19059,32869.0,6.9,13.7,5.0,81.27
819,19061,26791.0,11.5,11.0,8.1,80.03
820,19063,28293.0,11.7,11.7,11.6,79.65
821,19065,24236.0,12.8,14.0,10.5,79.9
822,19067,25142.0,13.7,13.6,10.5,79.72
823,19069,25719.0,13.8,13.0,14.3,80.28
824,19071,28656.0,10.3,14.9,7.7,78.84
825,19073,27140.0,13.4,16.5,9.4,80.03
826,19075,30701.0,7.0,10.4,5.8,81.32
827,19077,28746.0,11.4,13.4,7.8,80.07
828,19079,25531.0,12.0,12.5,9.2,80.42
829,19081,27025.0,8.800000000000002,10.5,7.7,80.81
830,19083,25792.0,9.4,12.3,9.3,79.74
831,19085,26217.0,9.6,15.0,8.7,78.08
832,19087,23679.0,16.2,12.1,8.7,79.55
833,19089,25040.0,12.4,11.8,12.4,80.32
834,19091,26592.0,11.8,11.8,8.4,80.4
835,19093,26712.0,13.9,12.9,10.0,79.51
836,19095,28249.0,9.7,11.8,7.0,80.81
837,19097,24988.0,11.1,12.0,9.6,79.38
838,19099,25825.0,11.3,15.1,8.6,79.82
839,19101,27408.0,14.0,9.5,5.3,80.44
840,19103,31131.0,17.7,7.5,5.2,82.08
841,19105,26671.0,10.1,12.9,8.6,80.75
842,19107,23544.0,13.0,14.8,9.5,80.46
843,19109,29229.0,8.6,12.4,6.6,81.38
844,19111,22960.0,16.2,15.5,9.0,77.52
845,19113,30949.0,9.5,9.9,5.9,80.39
846,19115,25411.0,11.9,10.6,16.9,79.3
847,19117,22060.0,15.6,14.7,9.4,79.19
848,19119,25578.0,7.9,10.5,9.4,81.05
849,19121,27848.0,8.7,11.6,5.6,79.7
850,19123,24875.0,14.6,12.9,9.2,80.12
851,19125,26161.0,9.6,12.0,7.2,79.22
852,19127,24549.0,11.9,12.5,15.3,77.37
853,19129,27942.0,7.2,15.7,6.3,77.93
854,19131,24629.0,11.1,10.1,9.4,81.45
855,19133,24645.0,11.4,14.3,8.9,77.8
856,19135,23983.0,10.9,14.4,11.8,77.84
857,19137,23342.0,16.9,17.4,12.1,78.21
858,19139,25007.0,13.5,11.4,14.9,78.96
859,19141,30213.0,10.1,12.3,8.6,80.26
860,19143,25239.0,8.1,11.5,12.8,80.29
861,19145,23630.0,13.2,16.1,11.3,78.76
862,19147,26111.0,9.9,14.1,8.1,79.52
863,19149,27848.0,7.5,10.2,7.7,80.64
864,19151,26144.0,15.1,11.9,7.1,79.89
865,19153,30863.0,12.5,10.4,8.1,78.97
866,19155,26821.0,13.2,13.8,10.4,77.86
867,19157,26855.0,11.3,12.9,8.0,79.83
868,19159,24553.0,16.5,15.5,12.0,79.62
869,19161,27224.0,7.8,12.9,8.3,79.82
870,19163,29243.0,12.8,10.1,7.4,79.34
871,19165,27178.0,11.7,15.1,8.4,80.92
872,19167,25343.0,8.5,6.7,11.4,82.86
873,19169,26113.0,21.9,6.9,4.2,82.12
874,19171,26247.0,12.4,13.1,9.6,79.58
875,19173,24044.0,13.8,14.2,9.1,79.72
876,19175,23647.0,13.3,14.9,8.800000000000002,78.67
877,19177,23045.0,14.7,13.3,11.4,78.65
878,19179,21909.0,19.1,15.4,16.0,77.67
879,19181,29449.0,6.2,10.5,4.2,80.02
880,19183,27051.0,8.5,13.1,9.9,80.51
881,19185,22433.0,13.2,16.9,10.6,78.39
882,19187,24213.0,15.8,14.7,9.6,77.74
883,19189,25387.0,10.2,13.6,7.4,80.68
884,19191,25709.0,7.8,8.4,6.3,82.62
885,19193,23221.0,15.5,11.7,14.6,78.35
886,19195,24886.0,13.0,13.3,8.3,79.74
887,19197,25964.0,11.4,13.0,10.2,80.32
888,20001,20105.0,18.0,19.6,10.3,76.57
889,20003,22122.0,14.8,17.0,11.5,78.79
890,20005,22446.0,18.3,16.0,8.2,77.69
891,20007,27785.0,11.7,14.6,7.9,77.63
892,20009,25750.0,16.0,14.0,14.2,78.66
893,20011,20798.0,17.6,17.5,11.9,77.03
894,20013,22284.0,19.3,16.9,8.1,77.76
895,20015,27431.0,9.3,12.9,7.0,77.99
896,20017,23653.0,11.4,16.2,8.4,78.17
897,20019,23325.0,16.0,23.4,12.3,77.08
898,20021,19849.0,17.9,20.0,13.4,75.16
899,20023,24309.0,8.800000000000002,15.3,9.5,80.26
900,20025,25116.0,13.7,15.9,6.8,78.44
901,20027,26143.0,11.1,15.7,3.9,79.88
902,20029,21265.0,17.3,15.7,9.2,78.52
903,20031,29044.0,8.6,13.1,8.0,77.88
904,20033,22107.0,5.2,14.9,7.7,76.9
905,20035,21848.0,17.6,16.5,11.2,76.47
906,20037,20854.0,21.7,15.4,10.2,76.81
907,20039,28094.0,14.9,21.5,10.1,79.27
908,20041,24754.0,11.4,15.6,9.9,78.64
909,20043,23246.0,12.8,13.7,9.4,79.01
910,20045,26790.0,18.5,9.6,5.4,80.53
911,20047,24899.0,12.1,13.3,15.5,77.96
912,20049,21693.0,15.5,20.1,10.9,77.27
913,20051,25310.0,16.6,10.4,6.8,79.65
914,20053,23458.0,8.9,15.8,10.8,78.88
915,20055,22179.0,17.2,9.6,28.9,79.19
916,20057,21269.0,18.5,10.2,31.3,78.5
917,20059,23980.0,13.7,14.5,8.3,77.88
918,20061,21318.0,13.0,10.7,8.9,76.82
919,20063,27571.0,7.4,13.1,5.5,79.63
920,20065,28290.0,12.7,17.7,6.6,79.68
921,20067,26386.0,14.0,7.6,29.3,78.29
922,20069,25585.0,9.5,10.4,24.4,79.35
923,20071,25766.0,13.6,13.4,10.8,78.2
924,20073,24123.0,15.0,17.0,10.2,76.82
925,20075,23360.0,15.9,12.5,22.5,77.63
926,20077,24913.0,15.6,13.7,11.0,77.05
927,20079,23846.0,13.8,12.5,10.4,79.17
928,20081,25213.0,11.4,9.4,29.2,79.19
929,20083,30474.0,5.6,17.6,10.2,80.05
930,20085,25030.0,9.6,13.7,5.9,78.7
931,20087,26259.0,7.8,13.1,6.9,78.92
932,20089,23393.0,13.9,14.7,7.2,79.99
933,20091,39447.0,6.5,8.6,4.3,81.7
934,20093,23719.0,8.2,11.5,18.9,77.66
935,20095,24892.0,12.9,14.6,10.7,78.63
936,20097,22301.0,16.0,18.1,8.5,79.29
937,20099,20506.0,16.3,18.2,11.7,76.27
938,20101,31892.0,10.0,16.6,7.0,78.22
939,20103,26902.0,10.8,14.0,8.2,78.92
940,20105,24509.0,13.0,13.7,8.3,79.2
941,20107,25525.0,14.5,19.2,11.0,77.57
942,20109,27296.0,9.1,13.8,7.0,78.67
943,20111,20272.0,22.1,12.5,12.9,78.91
944,20113,27979.0,8.1,11.5,11.1,79.26
945,20115,23152.0,12.2,16.5,11.2,79.35
946,20117,25828.0,12.9,14.5,7.7,80.23
947,20119,22727.0,11.7,10.2,12.5,79.24
948,20121,28822.0,9.3,11.8,6.2,78.97
949,20123,27271.0,10.4,13.4,5.4,79.12
950,20125,20912.0,18.2,18.1,11.4,76.26
951,20127,24558.0,8.4,15.8,10.4,79.85
952,20129,23486.0,10.4,13.5,14.0,77.79
953,20131,25319.0,11.7,12.4,9.4,80.23
954,20133,22474.0,16.6,17.2,8.1,77.32
955,20135,29713.0,10.5,15.9,8.4,79.38
956,20137,23323.0,9.2,15.2,13.9,79.46
957,20139,24199.0,12.1,17.1,9.4,77.67
958,20141,27104.0,17.1,16.2,10.5,79.24
959,20143,27899.0,9.1,14.4,7.3,78.15
960,20145,22191.0,7.2,16.2,11.9,78.82
961,20147,25146.0,9.6,14.9,8.2,78.37
962,20149,25469.0,9.6,9.1,4.1,79.64
963,20151,26807.0,11.7,13.8,11.0,78.39
964,20153,27719.0,11.9,16.1,7.4,80.14
965,20155,23378.0,12.6,14.5,11.6,78.4
966,20157,25642.0,13.7,16.2,6.4,79.53
967,20159,23633.0,16.5,13.9,11.0,77.43
968,20161,23872.0,22.3,7.0,4.8,81.46
969,20163,23829.0,16.2,16.3,7.8,78.51
970,20165,24642.0,10.3,16.4,10.1,79.29
971,20167,26641.0,15.2,17.0,8.800000000000002,78.91
972,20169,25577.0,17.6,12.1,10.8,78.53
973,20171,26991.0,6.2,11.2,16.2,78.37
974,20173,25897.0,15.1,12.0,11.4,77.65
975,20175,19872.0,18.3,7.9,34.8,78.38
976,20177,26682.0,16.3,14.5,9.4,77.75
977,20179,27102.0,8.5,13.9,9.7,80.0
978,20181,20944.0,18.5,17.5,12.3,78.33
979,20183,26964.0,18.4,17.3,10.0,79.57
980,20185,24169.0,15.0,14.7,11.8,77.86
981,20187,22623.0,7.1,10.6,20.0,78.63
982,20189,25126.0,13.0,10.6,16.7,79.0
983,20191,23670.0,12.8,14.0,8.3,77.25
984,20193,28364.0,8.6,11.8,7.2,79.3
985,20195,24860.0,6.5,9.6,9.0,78.66
986,20197,24980.0,6.3,13.3,4.4,79.1
987,20199,28254.0,9.7,16.1,9.9,79.47
988,20201,22910.0,11.1,15.8,10.2,80.34
989,20203,25191.0,10.2,11.1,20.1,79.3
990,20205,20235.0,18.8,22.2,17.4,76.36
991,20207,22912.0,18.8,18.5,11.0,76.91
992,20209,18753.0,24.3,14.0,21.6,75.35
993,21001,17772.0,19.8,16.8,26.0,76.84
994,21003,19651.0,19.5,17.2,23.4,75.88
995,21005,23566.0,12.3,14.0,12.6,77.24
996,21007,23417.0,16.7,16.0,16.2,75.74
997,21009,19907.0,20.3,19.2,20.3,76.33
998,21011,17137.0,26.7,21.5,24.5,74.56
999,21013,14657.0,32.7,29.9,31.5,72.72
1000,21015,29656.0,8.7,10.9,8.1,78.9
1001,21017,23267.0,17.7,14.5,16.8,76.95
1002,21019,24446.0,19.7,20.2,12.2,76.01
1003,21021,22394.0,15.8,17.8,14.4,77.02
1004,21023,21742.0,17.0,15.1,17.3,75.19
1005,21025,15574.0,31.5,32.4,32.5,70.22
1006,21027,18151.0,18.2,20.1,22.6,76.2
1007,21029,24364.0,10.8,14.2,14.1,78.56
1008,21031,18747.0,27.3,20.0,24.4,75.8
1009,21033,21194.0,20.2,17.5,12.2,75.39
1010,21035,21093.0,21.3,13.9,13.2,77.42
1011,21037,27479.0,14.0,12.5,10.8,77.56
1012,21039,21959.0,19.3,15.0,18.2,76.62
1013,21041,19711.0,32.1,19.4,25.6,74.19
1014,21043,19536.0,18.7,19.4,22.0,74.99
1015,21045,15949.0,28.8,20.9,29.6,75.14
1016,21047,19704.0,20.4,13.2,14.3,75.57
1017,21049,24787.0,15.5,16.7,16.5,75.77
1018,21051,14574.0,35.70000000000001,22.6,35.70000000000001,71.78
1019,21053,17171.0,24.2,15.5,32.3,74.15
1020,21055,20548.0,22.3,16.9,20.8,75.14
1021,21057,17245.0,26.0,16.9,27.2,74.05
1022,21059,23140.0,15.8,15.2,12.1,77.58
1023,21061,20652.0,16.8,25.7,20.2,77.59
1024,21063,15159.0,29.6,22.0,26.4,75.6
1025,21065,16449.0,29.2,26.8,26.0,73.23
1026,21067,29168.0,19.3,11.3,10.8,78.4
1027,21069,20719.0,19.6,20.6,23.4,74.47
1028,21071,17958.0,29.5,28.7,26.1,71.97
1029,21073,26592.0,15.1,16.5,13.6,77.02
1030,21075,18892.0,24.6,20.4,24.5,72.93
1031,21077,20507.0,15.9,15.1,22.2,73.25
1032,21079,22334.0,20.7,19.2,19.3,77.56
1033,21081,19872.0,18.3,15.1,18.2,75.37
1034,21083,21367.0,18.5,15.0,19.1,76.07
1035,21085,19404.0,23.2,21.0,24.9,74.94
1036,21087,19465.0,21.1,23.3,22.5,77.19
1037,21089,22360.0,18.0,19.7,17.1,75.98
1038,21091,22637.0,16.0,18.0,12.9,77.17
1039,21093,24559.0,14.9,15.8,11.0,77.18
1040,21095,15543.0,32.1,30.5,29.5,71.45
1041,21097,21488.0,21.7,18.4,19.0,75.71
1042,21099,18289.0,25.9,20.7,27.4,75.48
1043,21101,22968.0,18.5,18.3,14.8,76.54
1044,21103,21288.0,17.6,16.6,19.9,76.21
1045,21105,20051.0,16.0,19.0,17.8,76.69
1046,21107,22632.0,17.3,17.1,16.3,75.01
1047,21109,15760.0,31.7,31.9,29.8,73.31
1048,21111,28464.0,16.7,14.7,11.8,77.01
1049,21113,26235.0,17.1,15.2,15.4,77.54
1050,21115,18380.0,25.3,28.8,24.5,73.54
1051,21117,27788.0,14.3,14.0,11.3,77.06
1052,21119,18304.0,26.5,27.9,31.1,72.98
1053,21121,15013.0,33.8,19.6,31.1,73.25
